model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method,threshold_level,relevance_category,priority_color
deepseek-chat,NOW-2023-001,Offshore,551,23,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways during peak migration seasons.,U.S. federal waters,1,km,U.S. Fish and Wildlife Service (USFWS),wildlife protection; project siting,0.12618582970066655,0.0048403439477890135,0.22424315978501483,0.03488372093023256,0.5,61,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,1 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,OWED-2023-001,Offshore,92,23,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind zones,500,meters,Marine Mammal Protection Act (MMPA),wildlife protection; project siting,0.12449376537261209,0.007075983060915139,0.20416822974146528,0.044,0.5161290322580645,60,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,500 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,4.1.2.5,Offshore,253,23,Environmental,observers from two locations (at source and 3-4km from source) within the exclusion zone would monitor out to 7km,Monitoring during construction (pile driving),3.0,km,,environmental impact assessment; avian protection; marine mammal protection,0.12364579580035372,0.003633388546177545,0.2269159777435306,0.03529411764705882,0.47058823529411764,27,outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; wind zone (partial); wind speed at 10m (partial); danger zone (partial); distance to substation (partial); distance to population center (partial); wind speed at 50m (partial),True,3.0 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,OWED-2023-001,Offshore,14,23,Spatial,Minimum distance between turbines must be at least 5 times the rotor diameter.,U.S. federal waters,5,rotor diameters,Federal Energy Regulatory Commission (FERC),Wind farm layout optimization; Safety,0.1223161054367575,0.00811887279908496,0.1972433902458606,0.03162055335968379,0.5357142857142857,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); current time (partial); down time (partial),True,5 rotor diameters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,NS-OWF-2023-REG12,Offshore,310,23,Spatial,Wind turbines must maintain a minimum spacing of 1.5 times the rotor diameter between adjacent units,North Sea Exclusive Economic Zone,1.5,rotor diameters,OSPAR Commission Annex VII,technical; safety,0.12214640031387114,0.006939584529975053,0.18489331326206312,0.04365079365079365,0.5517241379310345,68,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); current time (partial),True,1.5 rotor diameters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,NSOWDR-2023-0042,Offshore,352,23,Spatial,Turbines must maintain a minimum spacing of 5 times the rotor diameter between adjacent units,Wind farm arrays,5,rotor diameters,DNV-ST-0145,energy yield; wake effects,0.11859913385614848,0.007349004242198018,0.19496072472744472,0.035856573705179286,0.5,65,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); current time (partial); down time (partial),True,5 rotor diameters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,268,Offshore,485,23,Spatial,A 200-m radius exclusion zone for listed marine mammals and sea turtles must be established around any vessel conducting the sub-bottom sampling.,Sub-bottom sampling for offshore wind farms,200.0,meters,,marine mammal protection; sea turtle protection; exclusion zone; environmental impact assessment,0.11854491260435188,0.006118191159986005,0.18285775354279363,0.03875968992248062,0.5348837209302325,47,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); impact assessment; number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,200.0 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,4.1.2.5,Offshore,253,23,Environmental,A 7 km exclusion zone would be monitored by trained endangered species observer for at least 30 minutes.,Exclusion zone around the wind farm during construction operations.,7,kilometers,,environmental impact assessment; marine biology,0.1178612425521252,0.007272735961296514,0.2054119565500988,0.03937007874015748,0.45454545454545453,53,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); impact assessment; end date (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial),True,7 kilometers,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,489,23,Environmental,Any observations concerning impacts on listed marine mammals or sea turtles must be transmitted to NMFS and BOEM within 48 hours.,Impact reporting,48.0,hours,,marine mammal protection; environmental impact assessment; reporting,0.1173070587980917,0.0033748107505623113,0.22291436902290587,0.0311284046692607,0.42857142857142855,31,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,48.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,4.1.2.5,Offshore,253,23,Environmental,A 7 km exclusion zone would be monitored by trained endangered species observer for at least 30 minutes.,Monitoring during construction (pile driving),7.0,km,,environmental impact assessment; avian protection; marine mammal protection,0.11703284624891036,0.004077388154693159,0.22572689152540446,0.03529411764705882,0.40625,37,outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; end date (partial); min depth (partial); min kilovolt (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,7.0 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,BOEM-2011-0053-0047,Offshore,585,23,Environmental,"Monitoring of the 7-km buffer zone is required, and to specify how such monitoring must be conducted.",7-km buffer zone for pile driving,7,km,Appendix B,marine mammal protection; environmental monitoring,0.11645619975742982,0.0030492195522270208,0.19665650324189538,0.023622047244094488,0.5151515151515151,22,outer continental shelf a (partial); cut in wind speed (partial); zone; end date (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); danger zone (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,7 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,106,Offshore,251,23,Technical,The exclusion zone be monitored for at least 30 minutes prior to ramp up of the survey equipment.,Exclusion zone monitoring during HRG surveys,30,minutes,BOEM project design criteria,environmental monitoring; marine wildlife protection,0.11590812739457378,0.0046115235159271024,0.1848992266273431,0.04296875,0.5,42,outer continental shelf a (partial); cut in wind speed (partial); zone; caribbean fishery management council (partial); design; min depth (partial); life cycle (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial),True,30 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,484,23,Environmental,"Any shut-down due to a marine mammal or sea turtle(s) sighting within the exclusion zone must be followed by a 60-minute all-clear period and then a standard, full ramp-up.",Offshore seismic surveys prior to wind farm activity,60.0,minutes,,marine mammal protection; sea turtle protection; environmental impact assessment,0.11314771107956009,0.005901286017000299,0.18146532301369186,0.041353383458646614,0.4807692307692308,47,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); impact assessment; min depth (partial); down time (partial); min kilovolt (partial),True,60.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,,Offshore,492,23,Safety,The lessee must ensure that a 'soft start' is implemented at the beginning of each pile installation.,Pile installation phase,3,strikes,BOEM,marine mammal protection; construction safety,0.11195859178717113,0.0034737467927451753,0.20761467616632986,0.031746031746031744,0.41935483870967744,27,outer continental shelf a (partial); cut in wind speed (partial); caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation; gulf of mexico fishery management council (partial); number of blades (partial); wind speed at 50m (partial),True,3 strikes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,267,Offshore,483,23,Environmental,Visual monitoring begins no less than 60 minutes prior to the beginning of ramp-up and continue until seismic operations cease or sighting conditions do not allow observation of the sea surface.,Seismic surveys related to offshore wind farm development,60.0,minutes,,marine mammal protection; sea turtle protection; environmental impact assessment,0.11140331886615329,0.0055945916750488435,0.18036292807516277,0.045283018867924525,0.46,50,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); impact assessment; min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial),True,60.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,505,23,Environmental,"When any new exclusion zone is established during pile driving, an additional buffer area extending out of the 160 dB zone must be included.",Pile driving,160.0,dB,BOEM,marine species protection; environmental impact assessment; acoustic disturbance,0.10911400514789116,0.006043620442843053,0.177231417292694,0.04263565891472868,0.45,41,outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; end date (partial); caribbean fishery management council (partial); torpedo testing area (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,160.0 dB,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,265,Offshore,478,23,Environmental,"If the whale is believed to be a North Atlantic right whale, the vessel must maintain a minimum distance of 500 yards (457 m) from the animal.",Vessel operations near North Atlantic right whales,500.0,yards,50 CFR 2224.103,marine mammal protection; vessel operation; endangered species protection,0.10900806492656746,0.002585615135795874,0.17124937803480336,0.038314176245210725,0.48936170212765956,36,outer continental shelf a (partial); cut in wind speed (partial); end date (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); danger zone (partial); distance to substation (partial),True,500.0 yards,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-2.5-flash,292,Offshore,526,23,Environmental,A general conformity analysis is required when a SAP (Site Assessment Plan) is submitted by a lessee which indicates that the SAP activities would emit over 100 tons per year of a criteria pollutant that is either in nonattainment or maintenance.,"Activities associated with fixed structures and associated vessels (e.g., meteorological towers and buoys) during construction and decommissioning phases, specifically when a Site Assessment Plan (SAP) is submitted.",100.0,tons per year,USEPA,air quality; environmental impact assessment; permitting,0.10900310887917833,0.003444613330936978,0.19887042679394681,0.03202846975088968,0.4155844155844156,36,tower cost (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; number of turbines per row (partial); turbine position y (partial); site name (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,100.0 tons per year,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,505,23,Environmental,Seismic surveys must be halted if any marine mammal or sea turtle is observed within the 500 m exclusion zone.,Seismic surveys,500.0,meters,BOEM,marine mammal protection; sea turtle protection; environmental impact assessment; acoustic disturbance,0.10888904025904585,0.003772033030734347,0.18333566653017938,0.0311284046692607,0.46153846153846156,25,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); danger zone (partial),True,500.0 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,Section 3.1.2,Offshore,481,23,Safety,A 500 m (1640 ft) radius exclusion zone for listed marine mammals and sea turtles shall be established around the seismic survey source vessel.,Seismic survey operations,500,meters,,marine mammal protection; environmental impact assessment,0.10869966131090267,0.003578829627149731,0.16745626486680926,0.03515625,0.5,24,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial); danger zone (partial),True,500 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,,Offshore,484,23,Safety,"Any shut-down due to a marine mammal or sea turtle(s) sighting within the exclusion zone must be followed by a 60-minute all-clear period and then a standard, full ramp-up.",Exclusion zone during seismic survey operations,60,minutes,,marine mammal protection; environmental monitoring,0.10854289843979602,0.0029212970959379895,0.18309917619396224,0.033962264150943396,0.45652173913043476,31,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; min depth (partial); down time (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,60 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,484,23,Environmental,"If marine mammals or sea turtles are observed in the exclusion zone during the short silent period, resumption of seismic survey operations must be preceded by 60-minute all clear period followed by a ramp-up.",Offshore seismic surveys prior to wind farm activity,60.0,minutes,,marine mammal protection; sea turtle protection; environmental impact assessment,0.10762682030382098,0.005684511236716685,0.17056914549778016,0.04868913857677903,0.4444444444444444,51,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); impact assessment; min depth (partial); min kilovolt (partial); number of turbines per row (partial),True,60.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,270,Offshore,490,23,Environmental,Visual monitoring must begin no less than 60 minutes prior to the beginning of soft start and continue until pile driving operations cease or sighting conditions do not allow observation of the sea surface.,Pile driving operations,60.0,minutes,,marine mammal protection; sea turtle protection; environmental impact assessment,0.10740940193458898,0.0034223805780689044,0.17654217358215374,0.04198473282442748,0.44680851063829785,35,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; min depth (partial); min kilovolt (partial); number of turbines per row (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,60.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,272,Offshore,493,23,Environmental,Impacts on listed marine mammals or sea turtles must be transmitted to NMFS and BOEM within 48 hours.,Impacts on marine mammals or sea turtles,48.0,hours,,marine mammal protection; sea turtle protection; environmental monitoring,0.1072121615789477,0.0024462862549045473,0.1778447166691075,0.027559055118110236,0.47368421052631576,26,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment (partial); caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,48.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,"Page 54, Section 4.1.1.1.2",Offshore,527,23,Environmental,"If BOEM is to conclude that air quality impacts are minor, it must provide some data analysis, in the form of general conformity or otherwise.",Air quality impacts assessment related to marine vessel transportation.,94.5,tons,"Page 54, Section 4.1.1.1.2 Conclusion",air quality management; environmental impact assessment,0.10701139601187312,0.002401006682314339,0.18183412025369444,0.026022304832713755,0.46296296296296297,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,94.5 tons,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,OWF-NS-2023-001,Offshore,522,23,Environmental,All turbines must maintain a minimum clearance of 1 km from protected marine habitats.,North Sea offshore wind projects,1,km,North Sea Environmental Protection Agency (NSEPA),environmental; spatial,0.1065052627750831,0.004960882909243987,0.12823723292478417,0.044534412955465584,0.5714285714285714,55,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial),True,1 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,106,Offshore,251,23,Spatial,BOEM would require that lessees maintain a 500-m exclusion zone during any survey.,Exclusion zone during HRG surveys,500,meters,BOEM project design criteria,environmental impact assessment; marine wildlife protection,0.10611795688997791,0.005439966560200879,0.1656043954560829,0.047619047619047616,0.4473684210526316,34,outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; caribbean fishery management council (partial); design; life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,500 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,269,Offshore,487,23,Environmental,A preliminary 7 km radius exclusion zone for listed marine mammals and sea turtles must be established around each pile driving site in order to reduce the potential for impacts to these species.,Pile driving sites,7,km,,marine mammal protection; sea turtle conservation; environmental impact assessment,0.10445592080649924,0.0046813083432879305,0.1518730273793725,0.04597701149425287,0.4782608695652174,39,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; min depth (partial); min kilovolt (partial); turbine position y (partial); wind zone (partial); site name (partial),True,7 km,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,Section 328 of the CAAA 1990,Offshore,137,23,Environmental,Emissions from vessels that are servicing or associated with the operations of OCS facilities must be counted as direct emissions from the OCS source when those vessels are at the source or en route to or from the source when within 25 nm of the source.,Outer Continental Shelf (OCS) facilities and vessels servicing them within 25 nautical miles.,25,nm,Section 328 of the CAAA 1990; 40 CFR Part 55,air quality management; emissions regulation,0.10432020915085233,0.0032265344258662733,0.16153417438270795,0.032846715328467155,0.48,33,outer continental shelf a (partial); regulation; cut in wind speed (partial); caribbean fishery management council (partial); outer continental shelf name (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,25 nm,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,332,Offshore,602,23,Safety,"""all vessels 65 feet in length or greater operating in the November 1 – April 30 time frame must operate at speeds less than 10 knots.""",Vessel operations within the wind farm area,65.0,feet,BOEM (Appendix B of the EA),vessel safety; marine wildlife protection,0.10347147914632551,0.007461363778113942,0.13533667358714854,0.049429657794676805,0.5,63,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); end date (partial); caribbean fishery management council (partial); life cycle (partial); torpedo testing area (partial); current time (partial); down time (partial),True,65.0 feet,comprehensive_scientific,0.1,Medium-High Relevance,🟡
deepseek-chat,OWF-2023-001,Offshore,160,23,Environmental,All wind turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine organism passage,Turbine foundations in North Atlantic waters,25,meters,Marine Renewable Energy Act (2022),environmental; structural,0.10313635016838862,0.005863679733700165,0.1506273323449333,0.03515625,0.4857142857142857,56,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); min depth (partial); min kilovolt (partial),True,25 meters,comprehensive_scientific,0.1,Medium-High Relevance,🟡
claude-3-haiku-20240307,,Offshore,179,23,Spatial,"The maximum area of disturbance would likely be approximately twice that, or 3,000 acres of impacted seafloor – a little less than 2% of the total area of the WEAs.",Meteorological towers and buoys,3000,acres,,Environmental,0.10302208389406159,0.004000095003797082,0.18892818716317672,0.015384615384615385,0.4166666666666667,40,sea depth (partial); tower cost (partial); outer continental shelf a (partial); impact assessment (partial); torpedo testing area (partial); number of turbines per row (partial); turbine position y (partial); max vtip (partial); wind speed at 10m (partial); distance to substation (partial),True,3000 acres,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,268,Offshore,485,23,Environmental,The lessee must ensure that any observed injury or mortality to a listed marine mammal or sea turtle is reported to NMFS and BOEM immediately (within 24 hours).,Seismic surveys for offshore wind farms,24.0,hours,,incident reporting; marine mammal protection; sea turtle protection; environmental impact assessment,0.1027377916945232,0.004381118093806312,0.1715551582150649,0.03759398496240601,0.42,56,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); impact assessment; caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial),True,24.0 hours,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,265,Offshore,478,23,Environmental,"When sea turtles or small cetaceans are sighted, the vessels must maintain a distance of 50 yards (45 meters) or greater whenever possible.",Vessel operations near sea turtles or small cetaceans,50.0,yards,,marine mammal protection; sea turtle protection; vessel operation,0.1019336410528053,0.002305121562435488,0.17695078612894605,0.027131782945736434,0.425,23,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); distance to population center (partial),True,50.0 yards,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-2.5-flash,41,Offshore,110,23,Jurisdictional,A lessee must submit a COP at least six months before the end of,Lessees of offshore wind farm leases,6.0,months,BOEM (implied),regulatory compliance; project planning; permitting,0.10178917111113954,0.005872746282418796,0.17242819474981225,0.03543307086614173,0.40625,56,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); end date (partial); caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); turbine position y (partial),True,6.0 months,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,484,23,Environmental,Periods of silence not exceeding 20 minutes in duration will not require ramp-up for the resumption of seismic operations if: (1) visual surveys are continued diligently throughout the silent period (requiring daylight and reasonable sighting conditions); and (2) no marine mammal or sea turtles are observed in the exclusion zone.,Offshore seismic surveys prior to wind farm activity,20.0,minutes,,marine mammal protection; sea turtle protection; environmental impact assessment,0.1016790735174244,0.005114696970523108,0.15347132856511092,0.04332129963898917,0.4492753623188406,52,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); impact assessment; min depth (partial); min kilovolt (partial); number of turbines per row (partial),True,20.0 minutes,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,271,Offshore,492,23,Environmental,The lessee must ensure that a “soft start” is implemented at the beginning of each pile installation...an initial set of 3 strikes from the impact hammer at 40-percent energy with a one minute waiting period between subsequent 3-strike sets.,Pile installation,40.0,percent,,marine mammal protection; sea turtle protection; noise mitigation,0.10119073518318572,0.003387890187153981,0.18469426745864653,0.03345724907063197,0.37735849056603776,29,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); installation,True,40.0 percent,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gpt-4o-mini,282,Offshore,507,23,Safety,All ships greater than or equal to 65 feet in length should be restricted to speeds of 10 knots or less.,Mid-Atlantic OCS and transit to/from WEA,10,knots,,navigational safety; marine life protection,0.10112520698691901,0.002920439486894276,0.1192764134976805,0.03515625,0.5714285714285714,48,outer continental shelf a (partial); restricted type (partial); cut in wind speed (partial); lease id (partial); life cycle (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,10 knots,comprehensive_scientific,0.1,Medium-High Relevance,🟡
gemini-1.5-pro,,Offshore,226,23,Environmental,"Vessels associated with the project will be required to observe a 10 knot speed limit when mother/calf pairs, pods, or large assemblages of cetaceans are observed near an underway vessel, when safety permits.",Vessels operating near the wind farm,10.0,knots,BOEM project design criteria,marine mammal protection; vessel operation,0.09982509876765314,0.0054770868580728115,0.16865742329128988,0.040740740740740744,0.3888888888888889,50,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); caribbean fishery management council (partial); design; number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,10.0 knots,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,B.1.3,Offshore,486,23,Environmental,The lessee must ensure that any observed injury or mortality to a listed marine mammal or sea turtle is reported to NMFS and BOEM immediately (within 24 hours).,Impacts on listed marine mammals or sea turtles,24.0,hours,,marine mammal protection; sea turtle protection; incident reporting,0.09960835854657005,0.0021152021206179835,0.16874038657751822,0.026415094339622643,0.42857142857142855,41,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,24.0 hours,comprehensive_scientific,0.08,Medium Relevance,🟢
gpt-4o-mini,,Offshore,329,23,Environmental,Any of the anticipated meteorological towers would be removed to at least 5 m (15 ft) below the mudline to ensure that nothing would be exposed that could interfere with future lessees and other activities in the area.,"Meteorological towers, decommissioning phase",5,meters,30 CFR 585.910,environmental impact assessment; marine habitat protection,0.0987091625606434,0.0033698187288349114,0.16129704846560367,0.03731343283582089,0.41509433962264153,40,tower cost (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; torpedo testing area (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); power line (partial); wind speed at 10m (partial),True,5 meters,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,,Offshore,489,23,Environmental,Any observed takes of listed marine mammals or sea turtles resulting in injury or mortality must be immediately (within 24 hours) reported to NMFS and BOEM as provided in the lease.,Incident reporting,24.0,hours,,marine mammal protection; environmental impact assessment; incident reporting,0.09839098706766927,0.003605357906279168,0.15288673432649938,0.03802281368821293,0.43478260869565216,49,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; caribbean fishery management council (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,24.0 hours,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,,Offshore,505,23,Environmental,"If a seismic survey has stopped for less than 20 minutes and a sea turtle or marine mammal is sighted within the 500 m exclusion zone during the silent period, a ramp-up must be performed. The exclusion zone must be free of marine mammals and sea turtles for 60 minutes prior to ramp-up.",Seismic surveys,500.0,meters,BOEM,marine mammal protection; sea turtle protection; environmental impact assessment; acoustic disturbance,0.09809774895139108,0.0038111090094223917,0.14451544042982967,0.03636363636363636,0.4594594594594595,35,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment; caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial),True,500.0 meters,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,B.1.3,Offshore,486,23,Environmental,Any observations concerning impacts on listed marine mammals or sea turtles must be transmitted to NMFS and BOEM within 48 hours.,Impacts on listed marine mammals or sea turtles,48.0,hours,,marine mammal protection; sea turtle protection; incident reporting,0.09793218512869907,0.002073021565347201,0.16537543004070898,0.023166023166023165,0.42857142857142855,41,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial),True,48.0 hours,comprehensive_scientific,0.08,Medium Relevance,🟢
gemini-1.5-pro,332,Offshore,602,23,Safety,Vessels 65 feet or greater must operate at speeds less than 10 knots.,Vessel operations within the wind farm area during November 1 - April 30,10.0,knots,BOEM (Appendix B of the EA),vessel safety; marine wildlife protection,0.09738895077437568,0.0062227441546145,0.14444859613032493,0.038314176245210725,0.43902439024390244,57,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); farm power output (partial); end date (partial); caribbean fishery management council (partial); life cycle (partial); torpedo testing area (partial); number of turbines per row (partial); turbine position y (partial),True,10.0 knots,comprehensive_scientific,0.08,Medium Relevance,🟢
