model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,total_score,tfidf_mean_similarity,tfidf_max_similarity,jaccard_similarity,semantic_density,match_count,matched_keywords,has_numerical_values,extracted_numerical_value,scoring_method
gemini-1.5-pro,103,Offshore,245,23,Environmental,Sound levels during pile driving must dissipate to below the 160 dB threshold within a distance of 7 km.,Pile driving activities within 7 km of sea turtle habitats,160.0,dB,,marine wildlife protection; noise pollution; environmental impact assessment,0.09636855648676429,0.0032645337699227063,0.16792500153578452,0.0392156862745098,0.3684210526315789,27,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; life cycle (partial); number of turbines per row (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,160.0 dB,comprehensive_scientific
deepseek-chat,OWF-REG-2023,Offshore,152,22,Technical,Offshore substations must be designed to withstand a 1-year storm event with a 100-year wave height,Fixed-bottom offshore wind turbines in North Sea,100,years,DNV-ST-0145 Standard,structural engineering; safety,0.0963529476590596,0.004765846654939949,0.12201157247393886,0.0392156862745098,0.5,59,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); design; number of turbines per row (partial); turbine position y (partial),True,100 years,comprehensive_scientific
gemini-1.5-pro,Page 18 of 93,Offshore,62,26,Technical,"Additional inspections must be conducted within 180 days of a storm event (as defined in the Post-Storm Event Monitoring Plan, described in Section 2.21).",Interarray and export cables,180,days,,cable integrity; storm damage assessment; post-storm inspection,0.09632281059869416,0.004102076105923636,0.14971543462991643,0.03088803088803089,0.4358974358974359,28,outer continental shelf a (partial); cut in wind speed (partial); impact assessment (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,180 days,comprehensive_scientific
gpt-4o-mini,32,Offshore,54,3,Technical,"For coordinated (grid) elements, connections can be greater than 1800MW provided that alternative power paths are available to redistribute power following loss.",UK transmission system,1800,MW,SQSS,transmission capacity; system reliability,0.09628738489700765,0.0050968968025131255,0.1695048291888252,0.0234375,0.3870967741935484,41,cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); power; power line id (partial); turbine position y (partial); power line (partial); wind speed at 10m (partial),True,1800 MW,comprehensive_scientific
gpt-4o-mini,5.8.8.3 - 5.8.9.2,Offshore,133,26,Technical,All vessels must have a visual observer on board who is responsible for monitoring the vessel strike avoidance zone (500 m) for marine mammals and sea turtles.,Operational phase,500,meters,,marine wildlife monitoring; safety protocols,0.09625259163064541,0.0029710742816816175,0.13695775980379596,0.02702702702702703,0.4857142857142857,37,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); zone; life cycle (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind zone (partial),True,500 meters,comprehensive_scientific
gemini-1.5-pro,27,Offshore,140,26,Technical,"If there are fewer than 120 days between the commencement of any construction activity and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.","Planning phase, Passive Acoustic Monitoring Plan Submission",60,days,,acoustic monitoring; planning; reporting,0.09624934953834392,0.0014172587198199164,0.17573161029150994,0.014814814814814815,0.4,26,outer continental shelf a (partial); cut in wind speed (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,60 days,comprehensive_scientific
gemini-1.5-pro,5.2.6.1 and 5.2.7,Offshore,104,26,Technical,"Within 5 years of the commissioning of the first WTG and every 5 years thereafter for the operational life of the Project, the Lessee must provide BOEM with a review of best available scientific and commercial data on technologies and methods that have been implemented or are being studied to reduce or minimize bird collisions at WTGs.",WTGs,5,years,,avian protection; technology review; collision minimization; environmental impact assessment,0.09621591165422812,0.005539138531767953,0.13823766237521137,0.04642857142857143,0.43243243243243246,74,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); impact assessment; caribbean fishery management council (partial); min depth (partial),True,5 years,comprehensive_scientific
gemini-1.5-pro,324,Offshore,585,22,Technical,Monitoring of the 7-km buffer zone is required,Pile driving activities,7.0,km,Appendix B (as edited in response to the Marine Mammal Commission comment),marine mammal protection; environmental monitoring; noise mitigation,0.09618467965900943,0.002152670534830276,0.1327780512221531,0.027450980392156862,0.5,26,outer continental shelf a (partial); cut in wind speed (partial); zone; end date (partial); number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); danger zone (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,7.0 km,comprehensive_scientific
gemini-1.5-pro,324,Offshore,585,23,Technical,Monitoring of the 7-km buffer zone is required,Pile driving activities,7.0,km,Appendix B (as edited in response to the Marine Mammal Commission comment),marine mammal protection; environmental monitoring; noise mitigation,0.09618467965900943,0.002152670534830276,0.1327780512221531,0.027450980392156862,0.5,26,outer continental shelf a (partial); cut in wind speed (partial); zone; end date (partial); number of turbines per row (partial); wind zone (partial); wind speed at 10m (partial); danger zone (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,7.0 km,comprehensive_scientific
gemini-1.5-pro,Page 30 of 93,Offshore,83,26,Spatial,"The Lessee must not adjust approved structure locations in a way that narrows any linear rows and columns oriented north – south to less than 1 nautical miles (nmi) or east to west to less than 0.76 nmi; except the met tower position located on the western edge of the west to east row, which must not be less than 0.47 nmi from the nearest gridded location.","Turbine layout, micrositing",1,nmi,,spatial planning; navigation; micrositing,0.09613642803935891,0.0035741081176453894,0.12397812067812433,0.050724637681159424,0.47368421052631576,49,tower cost (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,1 nmi,comprehensive_scientific
gpt-4o-mini,Page 63 of 93,Offshore,139,26,Technical,"The sampling rate (minimum 10 kHz) of the recorders must prioritize baleen whale detections but must also have a minimum capability to record noise from vessels, pile-driving, and WTG operation in the lease area.",Lease area,10000,Hz,,marine mammal monitoring; noise pollution,0.0961013079342215,0.008746180411044002,0.1424900858710738,0.03816793893129771,0.4222222222222222,70,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial),True,10000 Hz,comprehensive_scientific
deepseek-chat,OWF-REG-2023-001,Offshore,17,7,Safety,Minimum clearance of 22 meters must be maintained between lowest blade tip and highest astronomical tide,All offshore wind turbines,22,meters,International Maritime Organization (IMO) guidelines,navigation safety; turbine design,0.09606988237811381,0.005828974690692978,0.1746745504492695,0.023346303501945526,0.36666666666666664,62,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); design; min depth (partial); current time (partial),True,22 meters,comprehensive_scientific
gemini-1.5-pro,,Offshore,108,17,Safety,The structure must be designed with a safety factor of 1.1 according to IEC standards.,Turbine tower and foundation,1.1,,IEC,structural integrity; safety factors,0.09606899276271724,0.004118407000453093,0.12933046667565548,0.028112449799196786,0.5,36,tower cost (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); design; number of turbines per row (partial); turbine position y (partial),True,1.1,comprehensive_scientific
gpt-4o-mini,3.6.4.1.9,Offshore,731,20,Environmental,The State of New York defines 'potential environmental justice area communities' as those where at least 52.42 percent of the population in an urban area are minorities;,Urban areas in New York,52.42,percent,NYSDEC 2024,socioeconomic impact; community assessment,0.09606517710274948,0.004936716742964673,0.14862199784993316,0.03501945525291829,0.425,36,outer continental shelf a (partial); cut in wind speed (partial); impact assessment (partial); min depth (partial); torpedo testing area (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial),True,52.42 percent,comprehensive_scientific
gpt-4o-mini,§ 585.224,Offshore,289,10,Jurisdictional,"Within 10 business days after you receive the lease copies, you must execute the lease, file financial assurance as required under §§ 585.515-.537 as applicable, and pay the balance of the bonus bid as specified in the lease sale notice.",Lease execution and financial assurance for offshore wind farm leases.,10.0,business days,§ 585.224,financial assurance; lease execution; bidding process,0.09602951339573382,0.006670711777910728,0.1766817503917795,0.01845018450184502,0.36666666666666664,49,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); cable; lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,10.0 business days,comprehensive_scientific
gpt-4o-mini,2.7,Offshore,113,29,Technical,The results of the acoustic monitoring of all pile driving activities are reported to the Lessor and NMFS within 48 hours of foundation installation.,Acoustic monitoring during pile driving activities.,48.0,hours,NMFS regulations,acoustic monitoring; construction activities,0.09585442698670646,0.00165972340243668,0.15998241737509356,0.019762845849802372,0.43243243243243246,28,outer continental shelf a (partial); regulation; cut in wind speed (partial); foundation; number of turbines per row (partial); wind speed at 10m (partial); installation; distance to substation (partial); gulf of mexico fishery management council (partial); regulation type (partial),True,48.0 hours,comprehensive_scientific
gemini-1.5-pro,32,Offshore,54,3,Technical,"For coordinated (grid) elements, connections can be greater than 1800MW provided that alternative power paths are available to redistribute power following loss.",UK,1800.0,MW,SQSS,transmission capacity; grid connection; redundancy,0.09584982229574027,0.005264579324618661,0.1661764666074507,0.019455252918287938,0.4,39,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); power; power line id (partial); turbine position y (partial); power line (partial); wind speed at 10m (partial); distance to substation (partial),True,1800.0 MW,comprehensive_scientific
gpt-4o-mini,6-27,Offshore,284,48,Environmental,"Monitoring would continue during construction, and at least 2 years of post-construction clam surveys are planned.",Construction and post-construction phases.,2,years,,marine biology; environmental impact assessment,0.09581225483804678,0.0018000476349432774,0.1819265002326125,0.024,0.35714285714285715,26,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); distance to population center (partial),True,2 years,comprehensive_scientific
gemini-1.5-pro,5-25,Offshore,104,39,Environmental,"US Wind prepare and submit a Pile Driving Monitoring Plan to BOEM, BSEE, and NMFS for review and concurrence at least 90 days before start of pile driving.",Pile driving activities,90.0,days,BOEM,environmental impact assessment; marine wildlife protection; noise pollution,0.09580031389577004,0.004481851398684296,0.1299762754503771,0.05058365758754864,0.4489795918367347,51,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); impact assessment; caribbean fishery management council (partial); life cycle (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,90.0 days,comprehensive_scientific
gemini-1.5-pro,29,Offshore,86,22,Environmental,One sub-bottom sample shall be taken at the foundation location for each anticipated meteorological tower and/or buoy.,Meteorological tower and/or buoy foundations,1.0,sample,"Inferred from 30 CFR 585.610(b) (SAP) and 585.626(a) (COP) context, applied to meteorological towers/buoys as described in the document.",environmental impact assessment; site investigation,0.09573123469968195,0.003313617964730274,0.13838765940442055,0.03717472118959108,0.45454545454545453,29,tower cost (partial); outer continental shelf a (partial); cut in wind speed (partial); foundation; impact assessment; turbine position y (partial); site name (partial); wind speed at 10m (partial); distance to substation (partial); landing site (partial),True,1.0 sample,comprehensive_scientific
gemini-1.5-pro,B.1.3,Offshore,486,22,Reporting,The lessee must ensure that any observed injury or mortality to a listed marine mammal or sea turtle is reported to NMFS and BOEM immediately (within 24 hours).,"Sub-bottom sampling activities, Incident Reporting",24.0,hours,,incident reporting; marine mammal protection; sea turtle protection,0.09572686643711312,0.0018125448974669566,0.17133648611556837,0.026515151515151516,0.3829787234042553,38,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,24.0 hours,comprehensive_scientific
gemini-1.5-pro,30 CFR Part 585 (up to date as of 2/18/2025),Offshore,100,1,Financial,The audited financial information for your most recent fiscal year must cover a continuous twelve month period within the twenty-four-month period prior to the lessee's receipt of the determination that you must provide supplemental financial assurance.,Lease or grant activities on the Outer Continental Shelf,12.0,months,30 CFR 585.527(b)(1),financial assurance; leasing; project financing; auditing,0.09565923349998887,0.003690241081102745,0.18283599092063857,0.03272727272727273,0.32786885245901637,46,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); min depth (partial); outer continental shelf name (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial),True,12.0 months,comprehensive_scientific
gemini-1.5-pro,86 of 93,Offshore,176,26,Environmental,"If a possible impact to a potential archaeological resource occurs, the Lessee must immediately halt operations; report the incident with 24 hours to BOEM and BSEE; and provide a written report within 72 hours to BOEM and BSEE.",Potential archaeological resources,24,hours,,archaeological protection; incident reporting; environmental impact assessment,0.09563608977877402,0.0030215995531315005,0.1572667368013368,0.034482758620689655,0.40350877192982454,44,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); impact assessment; caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,24 hours,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,145,26,Spatial,"Additional observers must be deployed on additional platforms for every 1,500 m that a clearance or shutdown zone is expanded beyond the initial clearance and shutdown zones.",Offshore wind farm project activities,1500,m,Section 5.11.3.2,Environmental; Safety,0.09556539636106764,0.004553343324277512,0.15110113937159222,0.022556390977443608,0.43902439024390244,37,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); down time (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial); wind speed at 10m (partial),True,1500 m,comprehensive_scientific
gpt-4o-mini,Page 79 of 93,Offshore,165,26,Financial,"The Lessee must ensure the reserve amount allows for, at a minimum, 100 percent of annual revenue exposure allocated to the Project during the projected post-COP approval pre-construction and construction years and, pending BSEE approval of the decommissioning plan, decommissioning years.",Project financial planning and reserve requirements during construction and decommissioning phases.,100,percent,Section 6.1.1.1,financial planning; risk management,0.0955477270462064,0.0018138541565450768,0.1528924147234854,0.026022304832713755,0.4375,39,outer continental shelf a (partial); cut in wind speed (partial); end date (partial); caribbean fishery management council (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,100 percent,comprehensive_scientific
gemini-1.5-pro,,Offshore,49,40,Environmental,A 5-year report must be prepared and submitted within 60 calendar days following receipt of any NMFS Office of Protected Resources comments on the draft report.,Final 5-year report submission,60.0,calendar days,NMFS Office of Protected Resources,marine mammal monitoring; environmental impact assessment; reporting,0.09550515432752092,0.002135543937223752,0.13943474644039533,0.03076923076923077,0.4666666666666667,26,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; end date (partial); number of turbines per row (partial); turbine position y (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial); wind resource id (partial),True,60.0 calendar days,comprehensive_scientific
gpt-4o-mini,3.6.7,Offshore,823,20,Spatial,areas within 10 mi (16.1 kilometer) of the export cable route and Lease Area,"Aviation and air traffic, military and national security, radar systems, Search and Rescue",10,miles,,aviation; national security; radar systems; search and rescue,0.09548075037873813,0.004112458112764773,0.14118741449913869,0.02766798418972332,0.4594594594594595,42,sea depth (partial); cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); torpedo testing area (partial); cable; lease date (partial); number of turbines per row (partial); turbine position y (partial),True,10 miles,comprehensive_scientific
gemini-1.5-pro,50 CFR 217.264(c)(6),Offshore,14,40,Environmental,"For North Atlantic right whales, any visual observation or acoustic detection must trigger a delay to the commencement of pile driving. The clearance zone may only be declared clear if no North Atlantic right whale acoustic or visual detections have occurred within the clearance zone during the 60-minute monitoring period",Impact pile driving,60.0,minutes,50 CFR 217.264(c)(8),marine mammal protection; endangered species protection,0.09547309205673021,0.0032494261363755746,0.14803754111102319,0.03985507246376811,0.417910447761194,41,outer continental shelf a (partial); cut in wind speed (partial); zone; impact assessment (partial); end date (partial); min depth (partial); min kilovolt (partial); number of turbines per row (partial); turbine position y (partial); wind zone (partial),True,60.0 minutes,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,63,22,Environmental,All turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind farms,1,km,EU Marine Strategy Framework Directive,wildlife protection; siting,0.09536164925409178,0.004378030217841831,0.11891309743482371,0.03968253968253968,0.5,58,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); life cycle (partial),True,1 km,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,248,49,Environmental,All turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind projects,1,km,EU Marine Strategy Framework Directive,wildlife protection; siting,0.09536164925409178,0.004378030217841831,0.11891309743482371,0.03968253968253968,0.5,58,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,5.1.2.8,Offshore,96,26,Environmental,The Lessee must conduct a survey around at least 10 WTG foundations for lost fishing gear annually for the first three years following COP approval and every 5 years thereafter.,"WTG foundations, operational phase",10,,,marine debris management; environmental monitoring,0.09526291117660908,0.007557194165529574,0.1355953927561472,0.030534351145038167,0.45454545454545453,57,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); foundation; turbine status (partial); caribbean fishery management council (partial); number of turbines per row (partial); turbine position y (partial),True,10,comprehensive_scientific
gemini-1.5-pro,Page **87** of **93**,Offshore,177,26,Spatial,"Except as allowed by BOEM under Stipulation 4.2.6 of Addendum C of the Lease and Section 7.1.2 above, the PAM placement activities must avoid potential archaeological resources by a minimum of 164 feet (50 meters) from the outer edge of magnetic anomalies or acoustic contacts for each of the resources, and the avoidance distance must be calculated from the maximum discernible extent of the archaeological resource.","Offshore wind farm, PAM System Placement",50,meters,BOEM,archaeological resource protection,0.09519897741080852,0.005905916392670505,0.12762876584126168,0.04240282685512368,0.4606741573033708,74,wind direction (partial); cooling system (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); farm power output (partial); end date (partial); caribbean fishery management council (partial); min depth (partial); outer continental shelf name (partial),True,50 meters,comprehensive_scientific
gemini-1.5-pro,2-25,Offshore,45,39,Technical,Foundation piling will be removed to 15 feet (5 meters) below the seafloor in accordance with the conditions of the Lease.,Decommissioning of offshore platforms,5.0,meters,Lease,decommissioning; site remediation,0.09518939941828321,0.004913292848613977,0.12826999758295016,0.023715415019762844,0.5,32,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); foundation; lease date (partial); number of turbines per row (partial); site name (partial); wind speed at 10m (partial); distance to substation (partial),True,5.0 meters,comprehensive_scientific
claude-3-haiku-20240307,,Offshore,22,40,Environmental,LOA Holder must submit a Protected Species Monitoring and Mitigation Plan to NMFS Office of Protected Resources for review and approval at least 180 days prior to planned start of pile driving and abide by the Plan if approved.,Pile driving activities,180,days,NMFS Office of Protected Resources,Environmental; Safety,0.09518233366836379,0.0014292803098772016,0.1350125043846843,0.030534351145038167,0.48,38,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,180 days,comprehensive_scientific
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,134,10,Jurisdictional,"Before beginning construction of OCS facility described in GAP, demonstrate operational SMS identified in GAP, submit initial findings.",Construction of OCS facility,60.0,surveys/reports,30 CFR 285.651,safety management; construction compliance,0.09515810132493056,0.0017128921433494076,0.1942077026050043,0.019762845849802372,0.3225806451612903,36,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial); number of blades (partial),True,60.0 surveys/reports,comprehensive_scientific
gpt-4o-mini,"§ 585.505, § 585.506",Offshore,88,2,Financial,You must pay ONRR as provided in 30 CFR 1218.51 the rent due at the beginning of each subsequent 1-year period on the entire lease area for the duration of your operations period.,Subsequent annual payments for the lease area during the operational phase.,1.0,year,§ 585.505,financial obligations; lease agreements,0.0951329069164185,0.006766487247686868,0.1370941851847809,0.03007518796992481,0.4528301886792453,45,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); torpedo testing area (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); gulf of mexico fishery management council (partial),True,1.0 year,comprehensive_scientific
deepseek-chat,NSWEA-2023-001,Offshore,111,13,Spatial,Wind farms must maintain a minimum distance of 5 nautical miles from shipping lanes.,North Sea designated zones,5,nautical miles,North Sea Maritime Safety Authority,Navigation safety; Maritime traffic,0.09512731194980126,0.003700421166406131,0.12689818080070306,0.027888446215139442,0.5,53,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); zone; farm power output (partial); design; min depth (partial); current time (partial); down time (partial),True,5 nautical miles,comprehensive_scientific
deepseek-chat,NSW-2023-001,Offshore,175,26,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine mammal migration routes,North Sea offshore wind development zones,1,km,North Sea Wind Consortium Environmental Protection Directive,environmental; siting,0.09504049119430788,0.007626895218869341,0.11606139455241428,0.035856573705179286,0.5,64,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial),True,1 km,comprehensive_scientific
gpt-4o-mini,"2.3, 2.4",Offshore,109,29,Technical,The résumés of any additional observers must be provided fifteen (15) calendar days prior to each observer’s start date.,Pre-construction phase.,15.0,days,,observer qualification; pre-construction requirements,0.09501739812595887,0.0016483317873510629,0.18916768930109595,0.015625,0.3448275862068966,35,outer continental shelf a (partial); lease id (partial); end date (partial); lease date (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial),True,15.0 days,comprehensive_scientific
gpt-4o-mini,,Offshore,235,20,Environmental,Suspended sediment concentrations are predicted to be less than 200 mg/L at distances greater than 450 feet (137 meters) from the offshore export and inter-array cables.,Offshore export and inter-array cables,200,mg/L,,environmental impact assessment; sediment management,0.0950047472704518,0.002237277103760209,0.14825543931914362,0.023166023166023165,0.45,35,outer continental shelf a (partial); cut in wind speed (partial); impact assessment; end date (partial); caribbean fishery management council (partial); cable; number of turbines per row (partial); turbine position y (partial); cable type (partial); wind speed at 10m (partial),True,200 mg/L,comprehensive_scientific
gpt-4o-mini,§ 585.232,Offshore,59,1,Jurisdictional,Within 10 business days after you receive the lease you must execute and return the lease.,Lease acceptance process,10.0,business days,30 CFR § 585.231,lease management; regulatory compliance,0.09496192550387217,0.006243913269982033,0.1958429186734727,0.00784313725490196,0.32142857142857145,31,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); lease date (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial); gulf of mexico fishery management council (partial); distance to population center (partial),True,10.0 business days,comprehensive_scientific
gemini-2.5-pro,30 CFR Part 585 / page 64 of 98,Offshore,105,1,Jurisdictional,A surety must submit to BOEM its request to terminate the period of liability under its financial assurance and notify the lessee/grantee of that request no less than 90 days before the proposed termination date.,Termination of financial assurance liability period for leases or grants on the Outer Continental Shelf.,90.0,days,30 CFR 585.532(b),financial assurance; lease management; surety obligations,0.09489406676644122,0.004304007386684138,0.16927408407895353,0.032846715328467155,0.3582089552238806,44,outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); end date (partial); caribbean fishery management council (partial); min depth (partial); outer continental shelf name (partial); min kilovolt (partial); lease date (partial); number of turbines per row (partial),True,90.0 days,comprehensive_scientific
deepseek-chat,OWF-REG-2023-001,Offshore,74,26,Technical,Substation platforms shall be designed to withstand a 100-year return period storm event,Offshore electrical infrastructure in North Sea,100,years,North Sea Offshore Grid Initiative,structural engineering; safety,0.094864801358679,0.003743349851779558,0.12363866449667218,0.04,0.4827586206896552,46,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); design; number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,100 years,comprehensive_scientific
gemini-1.5-pro,272,Offshore,493,23,Environmental,Any observed takes of listed marine mammals or sea turtles resulting in injury or mortality must be immediately (within 24 hours) reported to NMFS and BOEM.,Takes of marine mammals or sea turtles resulting in injury or mortality,24.0,hours,,marine mammal protection; sea turtle protection; environmental monitoring; incident reporting,0.0948286099671104,0.002039720347132464,0.14828742404643117,0.03065134099616858,0.4339622641509434,39,sea depth (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); caribbean fishery management council (partial); number of turbines per row (partial); power line id (partial); turbine position y (partial); wind speed at 10m (partial); distance to substation (partial),True,24.0 hours,comprehensive_scientific
deepseek-chat,OWF-REG-2023-004,Offshore,231,22,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulatory Authority (NSOWRA),environmental; wildlife protection,0.09482321502802975,0.007770544699068161,0.11238332382800828,0.04,0.5,57,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); turbine status (partial); min depth (partial); life cycle (partial); min kilovolt (partial),True,1 km,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,161,49,Environmental,All turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind farms,1,km,EU Marine Strategy Framework Directive,environmental; wildlife protection,0.09479661033908146,0.00430823251733771,0.11701729947368845,0.0398406374501992,0.5,58,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); life cycle (partial),True,1 km,comprehensive_scientific
deepseek-chat,DOC-2023-001,Offshore,7,30,Environmental,All wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind farms,1,km,Marine Environmental Protection Agency (MEPA),environmental; safety,0.09473553102750547,0.006573527141040568,0.11357997219011003,0.040160642570281124,0.5,60,sea depth (partial); wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); turbine model (partial); turbine spacing (partial); farm power output (partial); turbine status (partial); min depth (partial); min kilovolt (partial),True,1 km,comprehensive_scientific
deepseek-chat,OWF-REG-2023-001,Offshore,125,29,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine mammal migration routes,North Atlantic development zone,1,km,Marine Wildlife Protection Act §204.5,environmental; siting,0.09465429614611172,0.004827168992063523,0.1106846232785297,0.039525691699604744,0.5161290322580645,61,wind direction (partial); outer continental shelf a (partial); cut in wind speed (partial); lease id (partial); turbine model (partial); turbine spacing (partial); zone; turbine status (partial); min depth (partial); life cycle (partial),True,1 km,comprehensive_scientific
