document_id,chunk_number,data_type,index,entity_name,jurisdiction,role,type,requirement,scope,numerical_value,unit,source,related_domains
17,94,constraint,0,,,,Technical,Consider omni-directional wind and a yaw misalignment with ± 180° for DLC 6.2a and 6.2b.,Offshore wind turbine support structures,180,degrees,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural safety, load calculations"
17,94,constraint,1,,,,Technical,Load calculations are to be based on the misalignment angle that results in the highest load acting on the Support Structure.,Offshore wind turbine support structures,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural safety, load calculations"
17,94,constraint,2,,,,Technical,"The range of yaw misalignment assumed in the design of the Support Structure may be reduced to account for the contribution from an active or passive yaw control system, provided that the designer can justify that such a system is capable of achieving the assumed reduction of yaw misalignment under site specific conditions and an appropriate monitoring and maintenance program is implemented to maintain the effectiveness of yawing control during the service life of an offshore wind turbine.",Offshore wind turbine yaw control systems,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"yaw control system performance, maintenance, structural safety"
17,95,constraint,0,,,,Technical,"All turbine blades must be feathered (turned to a 90-degree pitch angle) to minimize loads during specific operating conditions (e.g., high wind events).",Offshore wind turbines,90,degrees,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"safety, technical"
17,97,constraint,0,,,,Technical,"Account for up to ±8 degrees of yaw misalignment in the extreme storm design load case where the turbulent wind model is used in the design, provided that there are at least 6 hours of capacity of back-up power supply to the safety and control systems.",Offshore wind turbine support structures,8,degrees,IEC 61400-3 (2009),"safety, technical"
17,97,constraint,1,,,,Safety,At least 6 hours of capacity of back-up power supply to the safety and control systems is required when accounting for yaw misalignment in the extreme storm design load case using the turbulent wind model.,Offshore wind turbine support structures,6,hours,IEC 61400-3 (2009),"safety, technical"
17,97,constraint,2,,,,Technical,Turbine support structure can be designed to accommodate the most unfavorable load conditions due to yaw misalignment.,Offshore wind turbine support structures,,,IEC 61400-3 (2009) (implied as an alternative),"safety, technical"
17,97,entity,0,IEC,International,Standards development,,,,,,,
17,98,constraint,0,,,,Safety,Pitch control failure and angle locking are normally not considered during the design of turbine support structure and thus not included in the IEC abnormal load cases.,Offshore wind turbine support structures,,,IEC,"safety, technical"
17,98,constraint,1,,,,Technical,The turbine blades are normally feathered during the storm condition to minimize the load.,Offshore wind turbines,,,Design Standards for Offshore Wind Farms,"technical, safety"
17,98,constraint,2,,,,Technical,"For abnormal turbine operating modes, the nacelle yaw misalignment (yaw error) is taken as 30 degrees. All blades are assumed in the feathered position with the pitch angle of 90 degrees.","Offshore wind turbines, load case definitions",30,degrees,Design Standards for Offshore Wind Farms,"technical, safety"
17,98,constraint,3,,,,Technical,"For abnormal turbine operating modes, the blades are assumed in the feathered position with the pitch angle of 90 degrees.","Offshore wind turbines, load case definitions",90,degrees,Design Standards for Offshore Wind Farms,"technical, safety"
17,98,entity,0,IEC,International,"Standards development for electrical, electronic and related technologies",,,,,,,
17,99,constraint,0,,,,Technical,"Consideration of return period of environmental conditions, normal and abnormal turbine operating modes, wind and wave misalignment, and site condition variations in structural response evaluation of monopile support structures.",Monopile support structures,20,load cases,M10PC00105 Section 2.6.1,"structural, safety"
17,99,constraint,1,,,,Technical,Account for wind drag load on the tower separately.,"Monopile support structures, Tower",,,M10PC00105 Section 2.6.1,"structural, technical"
17,99,constraint,2,,,,Technical,Use exponential wind shear law (Equation 2.2) for extreme wind condition calculations.,Wind load calculations,,,"M10PC00105 Section 2.6.1, Equation 2.2","technical, safety"
17,99,constraint,3,,,,Technical,Apply wind shape coefficient of 0.5 for cylindrical sections.,Wind load calculations on cylindrical sections,0.5,wind shape coefficient,M10PC00105 Section 2.6.1,technical
17,99,constraint,4,,,,Technical,Consider breaking wave slamming load if the wave breaking limit is reached.,Wave load calculations,,,M10PC00105 Section 2.6.1,"structural, safety"
17,100,constraint,0,,,,Technical,Wave slamming load calculations shall be performed according to IEC 61400-3 (2009).,Offshore wind farms,,,IEC 61400-3 (2009),"structural, safety"
17,100,entity,0,IEC (International Electrotechnical Commission),International,"Standards development for electrical and electronic technologies, including wind turbines.",,,,,,,
17,104,constraint,0,,,,Technical,Material yield strength shall be considered as 345 MPa.,Monopile structures,345,MPa,M10PC00105 (Implicit assumption in the case study),"structural, technical"
17,104,constraint,1,,,,Technical,"Strength design criteria shall be in accordance with ABS Guide (2011) (ABS-WSD), API-RP 2A-WSD (2007) (API-WSD), and IEC 61400-3 (2007)/ISO 19902 (2007) (IEC/ISO).",Monopile structures,,,M10PC00105,"structural, technical, safety"
17,104,constraint,2,,,,Technical,Working stress design approach shall utilize unfactored loads (ABS-WSD and API-WSD).,Monopile structures,,,M10PC00105,"structural, technical, safety"
17,104,constraint,3,,,,Technical,Load and Resistance Factor Design (LRFD) method shall apply load factors (IEC/ISO).,Monopile structures,,,M10PC00105,"structural, technical, safety"
17,104,constraint,4,,,,Technical,Design load case for extreme storms shall refer to the 50-year return event (IEC 61400-3).,Offshore wind turbines,50,years,IEC 61400-3 (2007),"safety, technical"
17,104,constraint,5,,,,Technical,Load factors specified in IEC 61400-3 shall be applied to both 50-year and 100-year return conditions.,Offshore wind turbines,,,"M10PC00105, IEC 61400-3 (2007)","safety, technical"
17,104,constraint,6,,,,Technical,Strength criteria defined in API-WSD for extreme design conditions shall be applied to both normal and abnormal turbine operating modes under 50-year or 100-year return environmental conditions.,Offshore wind turbine support structures,,,"M10PC00105, API-RP 2A-WSD (2007)","safety, technical"
17,104,entity,0,American Bureau of Shipping (ABS),International,Standards development (ABS Guide),,,,,,,
17,104,entity,1,American Petroleum Institute (API),International,Standards development (API-RP 2A-WSD),,,,,,,
17,104,entity,2,International Electrotechnical Commission (IEC),International,Standards development (IEC 61400-3),,,,,,,
17,104,entity,3,International Organization for Standardization (ISO),International,Standards development (ISO 19902),,,,,,,
17,105,constraint,0,,,,Safety,Member strength criterion as defined in Eq. (13.3-8) in ISO 19902 (2007),Offshore wind turbine support structures,0.15,Ratio of member's acting axial force to its allowable axial force,ISO 19902 (2007),"structural safety, design"
17,105,constraint,1,,,,Safety,"Member strength criteria as defined in ABS Guide (ABS, 2011 [2.3])",Offshore wind turbine support structures,,,"ABS Guide (ABS, 2011 [2.3])","structural safety, design"
17,105,constraint,2,,,,Safety,Extreme design criteria as defined in API RP 2A-WSD,Offshore wind turbine support structures,,,API RP 2A-WSD,"structural safety, design"
17,105,constraint,3,,,,Safety,"Load case considerations for normal and abnormal operating conditions, including 30-degree yaw misalignment.",Offshore wind turbine support structures,30,degrees,Document M10PC00105,"structural safety, design, operation"
17,105,entity,0,ABS,International (classification society),Development of standards for offshore structures,,,,,,,
17,105,entity,1,API,International (industry association),"Development of recommended practices for the petroleum and natural gas industries, including offshore structures",,,,,,,
17,105,entity,2,ISO,International (standards organization),"Development of international standards, including those for wind turbine structures",,,,,,,
17,106,constraint,0,,,,Technical,Code check according to ABS standard,Monopile support structure,,,ABS,"structural, safety"
17,106,constraint,1,,,,Technical,Code check according to API standard,Monopile support structure,,,API,"structural, safety"
17,106,constraint,2,,,,Technical,Code check according to IEC/ISO standard,Monopile support structure,,,IEC/ISO,"structural, safety"
17,106,entity,0,ABS,International (likely),Standard setting and certification for marine and offshore structures,,,,,,,
17,106,entity,1,API,International (likely),"Standard setting for the oil and gas industry, often applied to offshore structures",,,,,,,
17,106,entity,2,IEC/ISO,International,"Standard setting for electrotechnical systems and related areas, including wind turbines",,,,,,,
17,107,constraint,0,,,,Technical,Load factors as specified in IEC 61400-3 (2007),Offshore Wind Farms,,,IEC 61400-3 (2007),"structural design, safety"
17,107,constraint,1,,,,Technical,Resistance factors and component strength criteria as specified in ISO 19902 (2007),Offshore Wind Farms,,,ISO 19902 (2007),"structural design, safety"
17,107,entity,0,IEC,International,Standards Development Organization,,,,,,,
17,107,entity,1,ISO,International,Standards Development Organization,,,,,,,
17,108,constraint,0,,,,Technical,Utilization Ratio limit based on ABS standard,Offshore wind turbine tower and foundation,1.13,,ABS,"structural, safety"
17,108,constraint,1,,,,Technical,Utilization Ratio limit based on API standard,Offshore wind turbine tower and foundation,1.12,,API,"structural, safety"
17,108,constraint,2,,,,Technical,Utilization Ratio limit based on IEC/ISO standard,Offshore wind turbine tower and foundation,1.03,,IEC/ISO,"structural, safety"
17,108,constraint,3,,,,Technical,"Safety factors for load cases according to ABS, API, and IEC standards.",Offshore wind turbine structures,,,"ABS, API, IEC","safety, structural"
17,108,constraint,4,,,,Technical,Material property requirement for Young's Modulus (E),Offshore wind turbine structure,210000,MPa,,structural
17,108,entity,0,ABS,International,Standards development and certification for marine and offshore structures,,,,,,,
17,108,entity,1,API,International,"Standards development for the oil and gas industry, including offshore structures",,,,,,,
17,108,entity,2,IEC/ISO,International,"Standards development for electrotechnical systems and related areas, including wind turbines",,,,,,,
17,109,constraint,0,,,,Technical,Static wind load on the tower shall be calculated using the exponential wind shear law.,"Offshore wind farms, tripod support structures",,,"Contract M10PC00105, Section 2.7.1","structural, technical"
17,109,constraint,1,,,,Technical,Wind shape coefficient of 0.5 shall be applied for cylindrical sections.,"Offshore wind farms, tripod support structures, cylindrical sections",0.5,,"Contract M10PC00105, Section 2.7.1","structural, technical"
17,109,constraint,2,,,,Technical,Breaking wave slamming load shall be considered when the wave breaking limit is reached.,"Offshore wind farms, tripod support structures",,,"Contract M10PC00105, Section 2.7.1","structural, safety"
17,109,constraint,3,,,,Technical,Nonlinear dynamic finite element analyses shall be performed to determine transient responses of the tripod support structure when breaking waves are involved.,"Offshore wind farms, tripod support structures, breaking wave conditions",,,"Contract M10PC00105, Section 2.7.1","structural, technical"
17,109,constraint,4,,,,Technical,API/ABS and ISO/ABS standards are referenced for comparison (implied requirement for compliance).,Offshore wind farms (implied),,,"Contract M10PC00105, Documentation Table","technical, standards"
17,110,constraint,0,,,,Technical,Wave slamming loads shall be calculated according to IEC 61400-3 (2009).,"Offshore wind farms, tripod support structures",,,IEC 61400-3 (2009),"structural safety, design"
17,110,entity,0,IEC,International,Standards development organization,,,,,,,
17,111,constraint,0,,,,Technical,Mudline Base Shear Forces due to Wave Slamming on Tripod,"Atlantic Region 2, 100-year return period, 25.9m effective depth",568,kN,Table 2.39,"structural, safety"
17,111,constraint,1,,,,Technical,Mudline Overturning Moment due to Wave Slamming on Tripod,"Atlantic Region 2, 100-year return period, 25.9m effective depth",128.4,MN.m,Table 2.39,"structural, safety"
17,111,constraint,2,,,,Technical,Mudline Base Shear Forces due to Wave Slamming on Tripod,"Atlantic Region 3, 100-year return period, 26.9m effective depth",320,kN,Table 2.39,"structural, safety"
17,111,constraint,3,,,,Technical,Mudline Overturning Moment due to Wave Slamming on Tripod,"Atlantic Region 3, 100-year return period, 26.9m effective depth",167.1,MN.m,Table 2.39,"structural, safety"
17,111,constraint,4,,,,Technical,Mudline Base Shear Forces due to Wave Slamming on Tripod,"Atlantic Region 3, 50-year return period, 26.4m effective depth",843,kN,Table 2.39,"structural, safety"
17,111,constraint,5,,,,Technical,Mudline Overturning Moment due to Wave Slamming on Tripod,"Atlantic Region 3, 50-year return period, 26.4m effective depth",154.9,MN.m,Table 2.39,"structural, safety"
17,113,constraint,0,,,,Technical,Material yield strength must be considered in structural member design.,Offshore wind turbine tripod support structures,345,MPa,Implied from the document's analysis,"structural, safety"
17,113,constraint,1,,,,Technical,Utilization ratio of structural members must be calculated and checked against design guidelines.,Offshore wind turbine tripod support structures,,,Implied from the document's analysis,"structural, safety"
17,113,constraint,2,,,,Technical,"Design guidelines ABS-WSD, API-WSD, and IEC/ISO must be considered for utilization ratio calculations.",Offshore wind turbine tripod support structures,,,Document mentions these standards are used for calculations,"structural, safety"
17,114,constraint,0,,,,Technical,Utilization ratios should be calculated using both ABS-WSD and LRFD (IEC/ISO) approaches.,Offshore wind turbine support structures (monopile and tripod),,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural safety, design"
17,114,constraint,1,,,,Technical,Utilization equations as specified in ISO 19902 and the ABS guide should be considered.,Offshore wind turbine support structures,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural safety, design"
17,114,entity,0,ABS,International (classification society),Provides guidance and standards for offshore structures,,,,,,,
17,114,entity,1,IEC/ISO,International (standards organizations),"Develops international standards for wind turbine design, including LRFD formulation",,,,,,,
17,115,constraint,0,,,,Safety,ABS Code Check (Max. UC),"Offshore wind farms, Tripod structures",,,ABS,"safety, structural"
17,115,constraint,1,,,,Safety,API Code Check (Max. UC),"Offshore wind farms, Tripod structures",,,API,"safety, structural"
17,115,constraint,2,,,,Safety,IEC/ISO Code Check (Max. UC),"Offshore wind farms, Tripod structures",,,"IEC 61400-3 (2007), ISO 19902 (2007)","safety, structural"
17,115,constraint,3,,,,Technical,Load factors as specified in IEC 61400-3 (2007),Offshore wind farms,,,IEC 61400-3 (2007),"structural, safety"
17,115,constraint,4,,,,Technical,Resistance factors and component strength criteria as specified in ISO 19902 (2007),Offshore wind farms,,,ISO 19902 (2007),"structural, safety"
17,115,entity,0,ABS,International,Standards development and certification for marine and offshore structures,,,,,,,
17,115,entity,1,API,International,"Standards development for the oil and gas industry, including offshore structures",,,,,,,
17,115,entity,2,IEC,International,"Standards development for electrical, electronic, and related technologies, including wind turbines (IEC 61400-3)",,,,,,,
17,115,entity,3,ISO,International,"Standards development for a wide range of industries, including petroleum and natural gas industries (ISO 19902)",,,,,,,
17,116,constraint,0,,,,Technical,Utilization Ratio according to ABS standard,Offshore wind turbine structure,,,ABS,"structural safety, design"
17,116,constraint,1,,,,Technical,Utilization Ratio according to API standard,Offshore wind turbine structure,,,API,"structural safety, design"
17,116,constraint,2,,,,Technical,Utilization Ratio according to IEC/ISO standard,Offshore wind turbine structure,,,IEC/ISO,"structural safety, design"
17,116,entity,0,ABS,International,Standards development and certification for marine and offshore structures,,,,,,,
17,116,entity,1,API,International,"Standards development for the oil and gas industry, including offshore structures",,,,,,,
17,116,entity,2,IEC/ISO,International,"Standards development for electrotechnical systems and related technologies, including wind turbines",,,,,,,
17,117,constraint,0,,,,Technical,ABS / SF (Safety Factor) must be 1.5,Offshore wind turbine structures,1.5,,ABS (American Bureau of Shipping),"safety, structural"
17,117,constraint,1,,,,Technical,API / AMOD (Assessment of Model Data) must be 1.33,Offshore wind turbine structures,1.33,,API (American Petroleum Institute),"technical, modelling"
17,117,constraint,2,,,,Technical,IEC/Ƴf (Partial Safety Factor for Yield Strength) must be 1.35,Offshore wind turbine structures,1.35,,IEC (International Electrotechnical Commission),"safety, structural"
17,117,entity,0,ABS (American Bureau of Shipping),International,Classification and certification of marine and offshore structures,,,,,,,
17,117,entity,1,API (American Petroleum Institute),International,"Develops standards for the oil and gas industry, often applied to offshore structures",,,,,,,
17,117,entity,2,IEC (International Electrotechnical Commission),International,"Develops international standards for electrical, electronic, and related technologies",,,,,,,
17,118,constraint,0,,,,Technical,Static wind load on the tower shall be calculated using an exponential wind shear law.,Offshore wind turbine towers,,,Contract M10PC00105,"structural, technical"
17,118,constraint,1,,,,Technical,"A wind shape coefficient of 0.5 shall be applied for cylindrical sections (e.g., towers).","Offshore wind turbine towers, cylindrical sections",0.5,,Contract M10PC00105,"structural, technical"
17,118,constraint,2,,,,Technical,"Compliance with ABS, API, and IEC/ISO standards for utilization ratios.","Offshore wind turbine support structures (bottom of tower, pile below mudline)",,,Contract M10PC00105,"structural, technical, safety"
17,119,constraint,0,,,,Technical,Static wind forces on jacket support structures must be considered in design.,"Offshore wind farms, Jacket support structures",,,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report, Tables 2.43 and 2.44","structural, safety"
17,119,constraint,1,,,,Technical,Consideration of 100-year and 50-year return periods for wind loading,"Offshore wind farms, Jacket support structures",,,"Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report, Table 2.43","structural, safety"
17,121,constraint,0,,,,Technical,Member utilization check required for all load cases.,Offshore wind turbine jacket structures,,,Design Standards for Offshore Wind Farms Final Report,"structural safety, design"
17,121,constraint,1,,,,Technical,Design must consider 100-year and 50-year return conditions.,Offshore wind turbine structures,,,Design Standards for Offshore Wind Farms Final Report,"structural safety, design, risk assessment"
17,121,constraint,2,,,,Technical,"Design must consider normal and abnormal load conditions, including 30-degree yaw misalignment.",Offshore wind turbine structures,30,degrees,Design Standards for Offshore Wind Farms Final Report,"structural safety, design, turbine operation"
17,121,constraint,3,,,,Technical,Material yield strength considered is 345 MPa.,Offshore wind turbine jacket structures,345,MPa,Design Standards for Offshore Wind Farms Final Report,"material science, structural safety"
17,121,constraint,4,,,,Technical,"Utilization ratio calculations should be performed using ABS-WSD, API-WSD, and IEC/ISO approaches.",Offshore wind turbine structures,,,Design Standards for Offshore Wind Farms Final Report,"structural safety, design, standards compliance"
17,121,entity,0,ABS (American Bureau of Shipping),International,Standards development (ABS-WSD),,,,,,,
17,121,entity,1,API (American Petroleum Institute),International,Standards development (API-WSD),,,,,,,
17,121,entity,2,IEC/ISO (International Electrotechnical Commission/International Organization for Standardization),International,Standards development (IEC/ISO),,,,,,,
17,122,constraint,0,,,,Technical,Code check according to ABS standard,Jacket Support Structure,,,ABS,"structural safety, technical design"
17,122,constraint,1,,,,Technical,Code check according to API standard,Jacket Support Structure,,,API,"structural safety, technical design"
17,122,constraint,2,,,,Technical,Code check according to IEC 61400-3 (2007) combined with the resistance factors and component strength criteria specified in ISO 19902 (2007),Jacket Support Structure,,,IEC/ISO,"structural safety, technical design"
17,122,entity,0,ABS,International,Standard setting and certification for marine and offshore structures,,,,,,,
17,122,entity,1,API,International,"Standard setting for the oil and gas industry, including offshore structures",,,,,,,
17,122,entity,2,IEC,International,"Standard setting for electrical, electronic, and related technologies, including wind turbines (IEC 61400-3)",,,,,,,
17,122,entity,3,ISO,International,"Standard setting body, including standards for petroleum and natural gas industries (ISO 19902)",,,,,,,
17,123,constraint,0,,,,Technical,Safety factors must be applied to loads.,Offshore wind farm jacket structures,1.5,,ABS,"safety, structural"
17,123,constraint,1,,,,Technical,Safety factors must be applied to loads.,Offshore wind farm jacket structures,1.33,,API,"safety, structural"
17,123,constraint,2,,,,Technical,Safety factors must be applied to loads.,Offshore wind farm jacket structures,1.35,,IEC,"safety, structural"
17,123,entity,0,ABS,International,Standards development organization,,,,,,,
17,123,entity,1,API,International,Standards development organization,,,,,,,
17,123,entity,2,IEC,International,Standards development organization,,,,,,,
17,124,constraint,0,,,,Technical,Structures must be designed according to ABS standards.,Offshore wind farm structures,,,ABS,"structural, safety"
17,124,constraint,1,,,,Technical,Structures must be designed according to API standards.,Offshore wind farm structures,,,API,"structural, safety"
17,124,constraint,2,,,,Technical,Structures must be designed according to IEC/ISO standards.,Offshore wind farm structures,,,IEC/ISO,"structural, safety"
17,124,constraint,3,,,,Safety,Apply a safety factor of 1.5 for ABS.,Offshore wind farm structures,1.5,,ABS,safety
17,124,constraint,4,,,,Safety,Apply a Allowable Stress Design factor of 1.33 for API.,Offshore wind farm structures,1.33,,API,safety
17,124,constraint,5,,,,Safety,Apply a safety factor of 1.35 for IEC.,Offshore wind farm structures,1.35,,IEC,safety
17,124,entity,0,ABS,International,Standards development and certification for marine and offshore structures,,,,,,,
17,124,entity,1,API,International,"Standards development for the oil and gas industry, including offshore structures",,,,,,,
17,124,entity,2,IEC/ISO,International,"Standards development for electrotechnical systems and related areas, including offshore wind turbines",,,,,,,
17,125,constraint,0,,,,Technical,Compliance with ABS standards,Offshore wind turbine structures,,,ABS,"structural safety, design"
17,125,constraint,1,,,,Technical,Compliance with API standards,Offshore wind turbine structures,,,API,"structural safety, design"
17,125,constraint,2,,,,Technical,Compliance with IEC / ISO standards,Offshore wind turbine structures,,,IEC/ISO,"structural safety, design"
17,125,entity,0,ABS,International,Standards development and certification for marine and offshore structures,,,,,,,
17,125,entity,1,API,International,"Standards development for the oil and gas industry, including offshore structures",,,,,,,
17,125,entity,2,IEC/ISO,International,"Standards development for electrotechnical systems and related areas, including wind turbines",,,,,,,
17,126,constraint,0,,,,Technical,Consideration of 50-year return period for extreme storm conditions as per IEC 61400-3 (2007).,Offshore wind turbine support structures,50,years,IEC 61400-3 (2007),"safety, structural design"
17,126,constraint,1,,,,Technical,"Consideration of 100-year return period for extreme storm conditions, commonly applied to high consequence (L-1) hydrocarbon-related offshore structures.",Offshore wind turbine support structures,100,years,Common practice for high consequence (L-1) hydrocarbon-related offshore structures,"safety, structural design"
17,126,constraint,2,,,,Technical,Utilization ratio check according to the ABS WSD approach.,Offshore wind turbine support structures,,,ABS WSD,"structural design, safety"
17,126,constraint,3,,,,Technical,Consideration of turbine normal operating mode with yaw misalignment angle of 8 degrees.,Offshore wind turbines,8,degrees,Document Section 2.9.2 (inferred),turbine operation
17,126,constraint,4,,,,Technical,Consideration of turbine abnormal operating mode with yaw misalignment angle of 30 degrees.,Offshore wind turbines,30,degrees,Document Section 2.9.2 (inferred),turbine operation
17,126,entity,0,IEC,International,Standards development for electrotechnology,,,,,,,
17,126,entity,1,ABS,International,Classification society providing standards for marine and offshore structures,,,,,,,
17,127,constraint,0,,,,Technical,Consideration of site conditions in Atlantic Region 2 (ATL2) and the GOM West Central region (GOM) for breaking wave slamming analysis.,Offshore wind farms in ATL2 and GOM West Central regions,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural safety, design"
17,127,constraint,1,,,,Technical,"Evaluation of breaking wave slamming occurrences for 50-year and 100-year return periods for Monopile, Tripod, and Jacket structures.","Offshore wind farms, various structure types",,,"Design Standards for Offshore Wind Farms Final Report (M10PC00105), Table 2.47","structural safety, design"
17,128,constraint,0,,,,Technical,Jacket platforms should be designed in accordance with API RP 2A-WSD.,Gulf of Mexico (GOM),,,API RP 2A-WSD,"structural design, safety"
17,128,entity,0,American Petroleum Institute (API),"Industry Standard (implied, not explicitly stated)","Standards development for the oil and gas industry, which is referenced for jacket platform design in the GOM.",,,,,,,
17,129,constraint,0,,,,Technical,Support structures designed to 50-year return conditions according to IEC 61400-3,Offshore wind farms,50,years,IEC 61400-3,"structural safety, design"
17,129,constraint,1,,,,Safety,Aggregated nominal safety margin for abnormal conditions is approximately 25%,"Offshore wind farms, abnormal conditions",25,%,IEC 61400-3,"safety, structural integrity"
17,129,entity,0,IEC,International,Standards development organization,,,,,,,
17,130,constraint,0,,,,Safety,"Two different safety factors, 1.5 and 1.25, are applied to the normal turbine operating mode (8 degrees yaw misalignment) and the abnormal turbine operating mode (30 degrees yaw misalignment), respectively.","Offshore wind farms, ATL2 and GOM regions","1.5, 1.25",Safety Factor,ABS Guide (2011),"safety, technical"
17,130,entity,0,ABS,Not specified in document,"Provides design standards and guidelines (e.g., safety factors for turbine operation)",,,,,,,
17,132,constraint,0,,,,Safety,Working stress design criteria as specified in the ABS Guide (2011) [2.2],"Offshore wind turbine support structures (monopile, tripod, jacket)",1.5,Safety Factor,ABS Guide (2011) [2.2],"structural, safety"
17,132,constraint,1,,,,Safety,Safety factor of 1.25 applied to abnormal turbine operating mode with yaw misalignment of 30 degrees.,"Offshore wind turbine support structures (monopile, tripod, jacket)",1.25,Safety Factor,ABS Guide (2011) [2.2],"structural, safety"
17,132,constraint,2,,,,Safety,Safety factor of 1.5 applied to normal turbine operating mode with yaw misalignment of 8 degrees.,"Offshore wind turbine support structures (monopile, tripod, jacket)",8,degrees,ABS Guide (2011) [2.2],"structural, safety"
17,132,constraint,3,,,,Safety,Safety factor of 1.25 applied to the abnormal turbine operating mode with the yaw misalignment of 30 degrees.,"Offshore wind turbine support structures (monopile, tripod, jacket)",30,degrees,ABS Guide (2011) [2.2],"structural, safety"
17,132,entity,0,American Bureau of Shipping (ABS),International,Standards development and certification for marine and offshore structures,,,,,,,
17,133,constraint,0,,,,Technical,Existing design guidelines typically require considering the misalignment of wave and wind directions up to ±30 degrees.,Offshore wind turbine design,30,degrees,Existing design guidelines (mentioned in the document),"structural, safety"
17,134,constraint,0,,,,Technical,Consideration of 50-year and 100-year return mudline shear forces and overturning moments in dynamic nonlinear finite element analysis.,GOM West Central Region,,,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,134,constraint,1,,,,Technical,"Analysis of wind-wave misalignment angles of 0, -30, and -90 degrees for mudline shear forces and overturning moments.",GOM West Central Region,,degrees,Contract M10PC00105: Design Standards for Offshore Wind Farms Final Report,"structural, safety"
17,137,constraint,0,,,,Technical,Wind models recommended in IEC 61400-1 (2005) are applicable to bottom-founded offshore wind farms in coastal areas.,Bottom-founded offshore wind farms in coastal areas,,,IEC 61400-1 (2005),"Technical, Structural"
17,137,constraint,1,,,,Technical,"API recommended wind model may be used for bottom-founded support structures installed in ""open ocean"".",Bottom-founded support structures in open ocean,,,API,"Technical, Structural"
17,137,constraint,2,,,,Technical,API recommended wind model is a reasonable choice for floating support structures.,Floating support structures,,,API,"Technical, Structural"
17,137,entity,0,IEC,International,Standards Development,,,,,,,
17,137,entity,1,API,International,Standards Development,,,,,,,
17,138,constraint,0,,,,Spatial,"A site located beyond 20 km (12.5 miles) offshore is defined as “at-sea”, where the effect of coastal topology and onshore roughness may be assumed insignificant.",Offshore wind farms,20,km,Design Standards for Offshore Wind Farms Final Report (M10PC00105),spatial planning
17,138,constraint,1,,,,Technical,"Design criteria for offshore wind turbines in hurricane-prone regions on the US OCS must consider the unique features of offshore wind turbine responses, including the relative importance of aerodynamic and hydrodynamic loads.",Offshore wind turbines in hurricane-prone regions on the US OCS,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"structural design, safety"
17,138,constraint,2,,,,Safety,Turbine control and safety systems must play a significant role in regulating aerodynamic loads by adjusting blade pitch angle and nacelle yaw angle.,Offshore wind turbines,,,Design Standards for Offshore Wind Farms Final Report (M10PC00105),"safety, turbine control"
17,139,constraint,0,,,,Technical,The definition of “Operating” and “Extreme” design criteria in API RP 2A-WSD (2007) using the return period of design environmental conditions is not directly applicable to offshore wind turbines.,Offshore wind turbines,,,API RP 2A-WSD (2007),"design, safety"
17,139,constraint,1,,,,Technical,It is more appropriate to define the strength criteria based on the turbine operating modes rather than the severity of environmental conditions.,Offshore wind turbines,,,Document M10PC00105,"design, safety"
17,139,constraint,2,,,,Safety,Applying the same design approach valid for offshore oil and gas platforms to offshore wind turbines will not result in the anticipated safety level.,Offshore wind turbines,,,Document M10PC00105,"design, safety"
17,139,entity,0,API,Industry standard,Standards development for the oil and gas industry (relevant to offshore structures),,,,,,,
17,140,constraint,0,,,,Safety,50-year return site-specific environmental conditions should be used in the design of a medium consequence (L-2) platform.,"Gulf of Mexico, Medium Consequence (L-2) Platforms",50,years,API RP 2A-WSD (2007),"structural safety, design"
17,140,constraint,1,,,,Safety,Offshore wind turbine support structure should at least survive a 100-year return hurricane with certain safety margins.,Hurricane-prone regions,100,years,Implied from comparison with API RP 2A-WSD (2007) and ISO 19902 (2007) in relation to IEC 61400-3,"structural safety, design"
17,140,constraint,2,,,,Technical,Nominal safety margin implied in the IEC 61400-3 (2009) ultimate strength design criteria for the abnormal condition is approximately 25%.,Offshore wind turbine support structures,25,%,IEC 61400-3 (2009),"structural design, safety"
17,140,constraint,3,,,,Technical,Strength criteria and design load case for extreme storms as specified in IEC 61400-3 (2007/2009).,Offshore wind turbine support structures in hurricane-prone regions on the US OCS,,,IEC 61400-3 (2007/2009),"structural design, safety"
17,140,constraint,4,,,,Technical,Working stress design (WSD) strength criteria from the ABS Guide (2010).,Offshore structures,,,ABS Guide (2010),"structural design, safety"
17,140,entity,0,API,International (Industry Standard),Standards development for the oil and gas industry,,,,,,,
17,140,entity,1,IEC,International,"Standards development for electrical, electronic, and related technologies",,,,,,,
17,140,entity,2,ISO,International,Standards development,,,,,,,
17,140,entity,3,ABS,International (Classification Society),Provides standards and certification for marine and offshore structures,,,,,,,
