row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
5287,11,gemini-1.5-pro,Technical,Battery Inter-cell Connection Resistance,20.0,%,"A connection should be disassembled, cleaned, re-assembled, re-torqued, and re-tested if any connection is greater than 20% above the average resistance or greater than 5 micro-ohms above average (if 5 > 20%).",False,,,
5301,11,gpt-4o-mini,Technical,Wind turbine generation plants,75,MW,Mandatory reporting begins for plants with a total installed capacity between 75 MW and 99.99 MW.,False,,,
5319,11,deepseek-chat,Technical,All offshore installations,50,m/s,Wind turbines must withstand 1-in-50-year extreme wind speeds with 3-second gusts,False,,,
5325,11,gpt-4o-mini,Safety,Transformer gas space during maintenance operations.,5,%,Ensure no open flame or ignition source is present until LEL is less than 5%.,False,,,
5328,11,gpt-4o-mini,Technical,Operational phase,10,%,Springs with a deviation of more than 10% from the set value should be replaced.,False,,,
5349,11,gemini-1.5-pro,Technical,Intersection modification,1.0,%,Sloped so no ponding will accumulate (< 1%) per specifications.,True,418,418,"Page 418: ""...uses, power poles, etc.): inspection compliance 1. permit has been reviewed by civil supt/subcontractor. yes no 2. one call made. ticket number _________________________________ yes no 3. sloped so no ponding will accumulate (< 1%) per specifications. yes no 4. sloped away from existing road. yes no 5. maximum vertical crest or sag does not exceed _____in. in any 100' section. yes no 6. approved culvert used/inspected. c-2 drainage struct..."""
5364,11,gemini-1.5-pro,Technical,Gear oil in wind turbine gearboxes,300.0,ppm,"<300 ppm water acceptable, 300 to 600 ppm caution level, and >600 ppm Alarm level",False,,,
5367,11,gemini-1.5-pro,Technical,"Reporting, Post-testing",5.0,calendar days,"[The field representative shall] Submit reports of activities, actions taken, and test results to Company Construction, Inc. within five (5) calendar days of completion.",False,,,
5388,11,gpt-4o-mini,Technical,Bearing lubrication in high temperature conditions,210,°F,Specialty greases are required for bearing temperatures in excess of 210°F.,False,,,
5394,11,gpt-4o-mini,Technical,Wind turbine generation plants,200,MW,Mandatory reporting begins for plants with a total installed capacity of 200 MW or larger.,False,,,
5398,11,deepseek-chat,Spatial,Projects in federal waters,1,km,Minimum 1 km spacing required between turbines,False,,,
5402,11,deepseek-chat,Spatial,All offshore wind energy areas,1,nautical mile,Wind farms must maintain a minimum 1 nautical mile clearance from shipping lanes,False,,,
5436,11,gemini-1.5-pro,Technical,Battery Inter-cell Connection Resistance,20.0,%,"During routine testing of inter-cell resistances, an increase of 20% from the recorded baseline readings, for that individual connection, not the battery average, is cause for corrective action.",False,,,
5465,11,gemini-1.5-pro,Safety,Transmission lines,50.0,feet,"""Clearance 1"" distance shall be a minimum of 50 feet on either side of transmission line centerline. Within those boundaries, all vegetation will be cut to less than 1 foot high. Danger trees beyond 50 feet will be adequately trimmed or removed.",False,,,
5470,11,gpt-4o-mini,Technical,Anchor bolts of turbines during the operational phase.,10,%,Ten percent anchor bolt tension inspections are to be performed once a year for years 1-5 and every 5 years thereafter if all bolts pass final inspection.,False,,,
5479,11,deepseek-chat,Technical,All offshore installations,16.2,meters,Substation platforms must withstand wave heights with 100-year return period,False,,,
5481,11,gpt-4o-mini,Technical,Operational phase,500,ppm,AWEA 6006-A03 outlines water levels at 500 ppm (0.05%) as borderline and 1000 ppm (0.10%) as unsatisfactory.,False,,,
5524,11,deepseek-chat,Technical,All offshore installations,70,m/s,Turbine towers must withstand 1-minute sustained winds of 70 m/s,False,,,
5534,11,gpt-4o-mini,Safety,Transmission lines,50,feet,Clearance 1 distance shall be a minimum of 50 feet on either side of transmission line centerline.,False,,,
5535,11,gpt-4o-mini,Technical,Operational phase,12,months,"Switchgear circuit breakers and cubicles should be mechanically inspected and electrically tested at the following intervals or events, and/or following manufacturers recommendations.",False,,,
5536,11,gpt-4o-mini,Safety,Operational phase,30,minutes,"Allow adequate time for capacitors to discharge before opening converter cabinets. Capacitor discharge times should be provided by the converter OEM. If unknown, wait a MINIMUM of 30 minutes!",False,,,
5542,11,gpt-4o-mini,Technical,Operational phase,26,kV,Filtration should be continued until the dielectric test of the insulating fluid is 26 kV or better.,False,,,
5543,11,gpt-4o-mini,Technical,Generator collector ring assembly maintenance procedures,100,megaohms,"Values should conform to the generator manufacturer’s specifications, but normally the minimum value should exceed 10 megaohms during service and 100 megaohms after cleaning.",False,,,
5547,11,gpt-4o-mini,Technical,Transformer gas space during purging.,10,psi,Do not pressurize the tank since most can handle no more than 7-10 psi.,True,198,198,"Page 198: ""...si, to avoid damaging the main tank or fins. attach a nitrogen gas bottle to one fitting and purge nitrogen into the gas space at low pressure. verify gas flow into and exiting the transformer. do not pressurize the tank since most can handle no more than 7-10 psi. if you don't feel gas escaping, stop. monitor the gases escaping the upper gas space. purge until lel is less than 5% and decreasing. stop the purge and let the tank sit for 15 minutes to allo..."""
5551,11,gpt-4o-mini,Technical,Gear oil cleanliness in wind turbines,18,microns,"Normal or target cleanliness code is -/16/13 and borderline levels are -/17/14, while levels of -/18/15 or greater are considered unsatisfactory.",False,,,
5555,11,gemini-1.5-pro,Technical,Transmission lines,60.0,days,Vegetation management work should be completed within 60 days of identifying encroachment beyond the “clearance 2” distance.,False,,,
5560,11,gpt-4o-mini,Technical,Concrete and grout of turbines after sealing.,4,months,Monitor and document every 4 months from then on to ensure issues do not worsen.,False,,,
5563,11,gpt-4o-mini,Technical,Operational phase,82,°C,Set alarm alerts for hot bearings at 82°C.,True,309,309,"Page 309: ""...3.2.2. assuming near gaussian distributions, set the threshold for each power bin as ctr mean + 3*ctr standard deviation, which will give an approximate probability of false of 1e-3. 3.3. set alarm alerts for hot bearings at 82°c. 3.4. set generator/motor alerts based on nema mg 1-1998, as appropriate. summary temperature can be a powerful indicator of component health. that said, tem- perature of components is..."""
5582,11,gpt-4o-mini,Technical,Operational phase,3,times daily,Tensioning system calibrations are to be verified 3 times daily when performing 10% tests and before every tower on 100% tensioning.,False,,,
5683,11,deepseek-chat,Spatial,All offshore wind farms in US territorial waters,1,nautical mile,Minimum 1 nautical mile separation between turbines,False,,,
5709,11,gemini-2.5-pro,Technical,Wind Turbine Main Bearing Grease Sampling,10.0,Section,"The alternative method for main bearing grease sampling with a drain access plug must follow the guidance provided in ASTM D7718, Section 10.",False,,,
5718,11,deepseek-chat,Technical,All offshore structures,18.5,meters,Substation platforms shall withstand wave heights with a 100-year return period,False,,,
5719,11,gpt-4o-mini,Technical,Gear oil in wind turbines,600,PPM,"Lower water limit guidelines, <300 acceptable, 300 to 600 caution level, and >600 Alarm level.",False,,,
5726,11,gpt-4o-mini,Technical,Generator shaft measurement.,0.006,inches,"If the shaft variation exceeds 0.006 inch, you should consider contacting a skilled technician or service provider for further evaluation and correction.",False,,,
5751,11,gpt-4o-mini,Technical,Battery inter-cell connections,20,%,"A connection should be disassembled, cleaned, re-assembled, re-torqued, and re-tested if any connection is greater than 20% above the average resistance or greater than 5 micro-ohms above average.",False,,,
5799,11,deepseek-chat,Spatial,Offshore wind farms in German EEZ,1,km,Minimum 1km spacing required between turbines in array,False,,,
5827,11,gpt-4o-mini,Technical,Collector ring performance evaluation and profiling guideline.,0.015,inches,Not to be more than 0.001 inch out-of-roundness per 1.000 inch of travel with a maximum of 0.015” total indicator runout.,False,,,
5833,11,gpt-4o-mini,Technical,Full-flow filters in lubrication systems,1000,,Filter ratings are reported as beta ratios: ß10(C) = Number Particles Upstream ≥ X µm ÷ Number Particles Downstream ≥ X µm.,False,,,
5845,11,gpt-4o-mini,Technical,"Turbine foundations, post-construction phase",80,kips,One hundred percent tensioning should be completed to the highest engineered specified value.,False,,,
5868,11,gemini-1.5-pro,Technical,Conventional generating units 20 MW or larger,20.0,MW,GADS became mandatory for conventional generating units 20 MW or larger in size.,False,,,
5876,11,gpt-4o-mini,Technical,Grease analysis for wind turbines,1,gram,"Some methods exist that enable an in-service grease analysis basic test slate including measurement of wear, consistency, contamination, and oxidation with as little as 1 gram of grease.",False,,,
5906,11,gemini-1.5-pro,Safety,Transmission lines,4.4,feet,"This distance is in excess of the IEEE recommended MAID distance of 4.4 feet, corrected for altitude (ref. IEEE Standard 516-2009, Annex D, Table D.9, where T = 3.0).",False,,,
5924,11,gemini-1.5-pro,Technical,Turbine foundations,6.0,months,"After construction has achieved final completion, a 100% anchor bolt tensioning should be completed within 6 months.",False,,,
5935,11,gpt-4o-mini,Safety,Operational phase,1,year,The harness must be inspected by a competent person other than the user at least annually.,False,,,
5989,11,gemini-1.5-pro,Technical,"Generator Collector Ring Assembly, Brush Holder Springs",10.0,%,Springs with a deviation of more than 10% from the set value should be replaced.,False,,,
6077,11,gpt-4o-mini,Safety,Transmission lines,60,days,Vegetation management work should be completed within 60 days of identifying encroachment beyond the 'clearance 2' distance.,False,,,
6100,11,gpt-4o-mini,Technical,Operational phase,5,%,"If variations of more than 5% are detected during calibrations throughout the day, the previously completed tower should have 4 bolts tested at random to ensure they have been tensioned properly.",False,,,
6112,11,deepseek-chat,Spatial,All offshore wind projects in European Union waters,1,nautical miles,Minimum 1 nautical mile separation between turbines,False,,,
6123,11,deepseek-chat,Environmental,North Sea construction sites,160,dB re 1 μPa,All pile-driving operations must implement noise mitigation measures when sound pressure levels exceed 160 dB re 1 μPa,False,,,
