row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
5495,40,gpt-4o-mini,Technical,Activities requiring PSOs/PAM operators.,30.0,days,LOA Holder must submit NMFS previously approved PSOs and PAM operators to NMFS Office of Protected Resources for review and confirmation of their approval for specific roles at least 30 days prior to commencement of the activities requiring PSOs/PAM operators.,False,,,
5522,40,claude-3-haiku-20240307,Safety,Vessels,500,meters,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic,True,6,6,"Page 6: ""...quent detection shall trigger a 24-hour reset. a slowdown in the transit corridor expires when there has been no further visual or acoustic detection in the transit corridor in the past 24 hours; (9) loa holder's vessels must maintain a minimum separation distance of 500 m from north atlantic right whales. if underway, all vessels must steer a course away from any sighted north atlantic right whale at 10 kn or less such that the 500-m minimum separation distance requirement is not violate..."""
5544,40,gpt-4o-mini,Safety,Impact pile driving and UXO/MEC detonation activities.,3.0,,At least three on-duty PSOs must be stationed and observing from the activity platform during impact pile driving or UXO/MEC detonation.,False,,,
5574,40,claude-3-haiku-20240307,Safety,Transiting vessels,10,knots,"If a North Atlantic right whale is reported via any of the monitoring systems (refer back to paragraph (b)(4) of this section) within 10 kilometers (km; 6.2 miles (mi)) of a transiting vessel(s), that vessel must operate at 10 knots (kn; 11.5 miles per hour (mph)) or less for 24 hours following the reported detection.",False,,,
5600,40,gpt-4o-mini,Technical,In-water survey gear usage during construction.,60.0,minutes,Baited remote underwater video (BRUV) sampling must limit soak duration to 60 minutes or less.,False,,,
5609,40,gemini-1.5-pro,Technical,Pile driving platform during pile driving activities,3.0,,"LOA Holder must utilize PSO(s) and PAM operator(s), as described in § 217.265(c). At least three on duty PSOs must be on the pile driving platform.",False,,,
5615,40,gpt-4o-mini,Safety,UXO/MEC detonation operations,10.0,units,"LOA Holder may detonate a maximum of 10 UXO/MECs, of varying sizes but no larger than 1,000 pounds (lbs; 454 kilograms (kg)) charge weight (i.e., E12), over the effective period of this rulemaking and LOA.",False,,,
5659,40,gpt-4o-mini,Technical,Bubble curtain installation during construction phase.,72.0,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each pile using a bubble curtain is installed.,False,,,
5680,40,gpt-4o-mini,Safety,Operational procedures following acoustic source shutdown.,30.0,minutes,"If an acoustic source is shut down for a period longer than 30 minutes, all clearance and ramp-up procedures must be initiated.",False,,,
5770,40,gpt-4o-mini,Technical,Activities requiring PSOs/PAM operators.,15.0,days,LOA Holder must submit NMFS previously approved PSOs and PAM operators to NMFS Office of Protected Resources for review and confirmation of their approval for specific roles 15 days prior to when new PSOs/PAM operators are required after activities have commenced.,False,,,
5773,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,3.0,PSOs,At least three on-duty PSOs must be stationed and observing from the activity platform during impact pile driving or UXO/MEC detonation and at least three on-duty PSOs must be stationed on each dedicated PSO vessel.,False,,,
5802,40,gemini-1.5-pro,Technical,Impact pile driving,2.0,,"LOA Holder must deploy at least two functional noise abatement systems that reduce noise levels to the modeled harassment isopleths, assuming 10-dB attenuation, during all impact pile driving.",False,,,
5819,40,claude-3-haiku-20240307,Technical,Offshore wind farm construction,10,decibels,"LOA Holder must conduct sound field verification (SFV) measurements during pile driving activities associated with the installation of, at minimum, the first three monopile foundations. SFV measurements must continue until at least three consecutive piles demonstrate noise levels are at or below those modeled, assuming 10 decibels (dB) of attenuation. Subsequent SFV measurements are also required should larger piles be installed or if additional piles are driven that may produce louder sound fields than those previously measured (e.g., higher hammer energy, greater number of strikes, etc.).",False,,,
5887,40,gemini-1.5-pro,Safety,Vessel transit,16.0,VHF Channel,"LOA Holder must continuously monitor the U.S. Coast Guard VHF Channel 16 at the onset of transiting through the duration of transiting, over which North Atlantic right whale sightings are broadcasted.",False,,,
5943,40,gemini-1.5-pro,Safety,Personnel work schedule,4.0,hours,"PSOs and PAM operators must not exceed 4 consecutive watch hours on duty at any time, must have a 2-hour (minimum) break between watches, and must not exceed a combined watch schedule of more than 12 hours in a 24-hour period.",False,,,
5950,40,gemini-1.5-pro,Technical,Waters around pile driving activity,2.0,,"Two dedicated-PSO vessels must be used at least 60 minutes before, during, and 30 minutes after all pile driving",False,,,
5959,40,claude-3-haiku-20240307,Safety,Vibratory pile driving for cofferdams and casing pipes,30,minutes,"LOA Holder must utilize PSO(s), as described in § 217.265(d). At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation",False,,,
5976,40,claude-3-haiku-20240307,Safety,Underway vessels,10,knots,"LOA Holder's vessels, regardless of size, must immediately reduce speed to 10 kn or less when any large whale (other than a North Atlantic right whale) is observed within 500 meters (m; 1,640 feet (ft)) of an underway vessel.",False,,,
5995,40,gpt-4o-mini,Technical,"Northwestern Atlantic Ocean offshore environment, PSO and PAM operator roles.",90.0,days,Lead PSO or PAM operators must be unconditionally approved and have a minimum of 90 days in a northwestern Atlantic Ocean offshore environment performing the role.,False,,,
6010,40,gemini-1.5-pro,Technical,Bubble curtain deployment for UXO/MEC detonation,100.0,percent,The bubble curtain(s) must surround 100 percent of the piling perimeter throughout the full depth of the water column,False,,,
6020,40,gemini-1.5-pro,Technical,Bubble curtain specifications for UXO/MEC detonation,0.5,m^3/(minute*m),Any bubble curtain(s) must distribute air bubbles using an air flow rate of at least 0.5 m^3/(minute*m),False,,,
6023,40,gpt-4o-mini,Safety,UXO/MEC detonation activities.,48.0,hours,LOA Holder must provide NMFS Office of Protected Resources with notification of planned UXO/MEC detonation as soon as possible but at least 48 hours prior to the planned detonation.,False,,,
6063,40,gpt-4o-mini,Environmental,UXO/MEC detonation,24.0,hours,"For any UXO/MEC detonation, these systems must be monitored for 24 hours and immediately prior to blasting.",False,,,
6067,40,claude-3-haiku-20240307,Technical,Bubble curtain systems,72,hours,LOA Holder must provide NMFS Office of Protected Resources with a bubble curtain performance test and maintenance report to review within 72 hours after each pile using a bubble curtain is installed.,False,,,
6071,40,gemini-1.5-pro,Environmental,Pile driving and UXO/MEC detonation activities,24.0,hours,The PAM operator must review all detections from the previous 24-hour period immediately prior to pile driving and UXO/MEC detonation activities.,False,,,
6074,40,gemini-1.5-pro,Technical,PSO and PAM operator qualifications,60.0,days,"LOA Holder must submit resumes for approval at least 60 days prior to PSO and PAM operator use. Resumes must include information related to relevant education, experience, and training, including dates, duration, location, and description of prior PSO or PAM operator experience. Resumes must be accompanied by relevant documentation of successful completion of necessary training.",False,,,
6108,40,gemini-1.5-pro,Technical,Personnel Certification (PSO/PAM),5.0,years,A conditionally-approved PSO or PAM operator may be one who has completed training in the last 5 years but has not yet attained the requisite field experience.,False,,,
6125,40,gemini-1.5-pro,Technical,Hydrophone calibration during sound measurements,0.75,dB,"If any *in-situ* calibration checks for hydrophones reveal a calibration drift greater than 0.75 dB, pistonphone calibration checks are inconclusive, or calibration checks are otherwise not effectively performed, LOA Holder must indicate full details of the calibration procedure, results, and any associated issues in the 48-hour interim reports.",False,,,
