row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,exact_match,pages_found,highlighted_pages,matching_text_snippets
3099,26,gemini-1.5-pro,Spatial,WTG and OSS placement,14,miles,no surface occupancy would occur within 14 miles (22.5-kilometers) from shore,False,,,
3115,26,gpt-4o-mini,Safety,"Marine environment, offshore operations",1,nmi,"If marine mammals are sighted in the area within 15 minutes before deploying gear and are considered by survey staff to be at risk of interaction with the research gear, then the sampling station must be either moved or canceled, or the activity must be suspended, until there are no marine mammal sightings within 1 nmi (1,852 m) of sampling location for 15 minutes.",False,,,
3120,26,gemini-1.5-pro,Technical,Offshore wind farm construction (Monopile and Jacket foundation installation),48,hours,"If technical or other issues prevent submission within 48 hours, the Lessee must notify NMFS-OPR and NMFS-GARFO-PRD within that 48-hour period with the reasons for delay and provide an anticipated schedule for submission of the report.",False,,,
3139,26,gemini-1.5-pro,Technical,Post-installation reporting,60,days,The Lessee must submit the report within 60 days of completion of all WTG and cable installations.,False,,,
3159,26,gemini-1.5-pro,Environmental,Offshore wind farm project area,90,days,"No later than 90 days after COP approval, the Lessee must make a request to both the BSEE Tribal Liaison Officer and the Eastern Seaboard Tribal Liaison at tribalengagement@bsee.gov to coordinate with federally recognized Tribal Nations with geographic, cultural, or ancestral ties to the project area.",False,,,
3160,26,deepseek-chat,Technical,All offshore wind structures in U.S. waters,1,year return period,Wind turbine foundations must withstand a 1-year storm event without structural failure.,False,,,
3161,26,gpt-4o-mini,Safety,Vessel transits to and from the Project area,500,meters,"Alternative monitoring technology (e.g., night vision, thermal cameras, etc.) must be available and utilized by the lookout to ensure effective watch at night and in any other low visibility conditions.",False,,,
3165,26,gpt-4o-mini,Safety,All PATONs.,14,days,Immediately report discrepancies in the status of all PATONs to the local USCG Sector Command Center.,False,,,
3172,26,gpt-4o-mini,Environmental,"Marine environment, offshore operations",24,hours,All lost gear must also be reported to NMFS GARFO-PRD and BSEE within 24 hours of the documented time when gear is discovered to be missing or lost.,False,,,
3178,26,gemini-1.5-pro,Environmental,Impact pile-driving for monopile foundations,5250,m,"Maintain a clearance zone of 5,250 m for other large whales during impact pile-driving for monopiles.",False,,,
3179,26,gemini-1.5-pro,Environmental,Impact pile-driving for monopile foundations,2900,m,"Maintain a shutdown zone of 2,900 m for other large whales during impact pile-driving for monopiles.",False,,,
3180,26,claude-3-haiku-20240307,Safety,Offshore wind farm construction activities,4,Hours,"PSOs and PAM operators must be on watch for no more than a maximum of 4 consecutive hours, followed by a break of at least 2 hours between watches.",False,,,
3185,26,deepseek-chat,Environmental,North Atlantic offshore wind zones,500,meters,All offshore wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migratory paths.,False,,,
3190,26,gemini-1.5-pro,Environmental,PSO and PAM operator monitoring teams,12,hour,The PSO and PAM operator monitoring teams for all activities must also monitor these systems no less frequently than every 12 hours.,False,,,
3219,26,deepseek-chat,Technical,Fixed-bottom offshore wind turbines in the North Atlantic,1-in-50-year,event recurrence,Wind turbine foundations must withstand a 1-in-50-year extreme wave height event.,False,,,
3225,26,gpt-4o-mini,Technical,Boulder relocation activities,0.5,m,The plan(s) must include multibeam backscatter data and boulder (greater than or equal to 0.5 m in diameter) data layers to inform the siting of boulders and areas for relocation.,False,,,
3248,26,deepseek-chat,Technical,All offshore wind structures in U.S. waters,100,years,Wind turbine foundations must withstand a 100-year storm event.,False,,,
3256,26,gemini-1.5-pro,Safety,Vessel operation during offshore wind farm activities,500,meters,Engines must not be engaged until the whale has moved outside of the vessel’s path and beyond 500 m.,False,,,
3257,26,gpt-4o-mini,Safety,Operational phase,200,meters,"If a large whale is sighted within 200 m of the forward path of a vessel, the vessel operator must reduce speed and shift the engine to neutral.",False,,,
3259,26,gpt-4o-mini,Safety,Lease Area’s Primary SMS submission timeline,30,days,The Lessee must submit its Lease Area’s Primary SMS to BSEE within 30 days of COP approval.,False,,,
3260,26,gemini-1.5-pro,Technical,Offshore wind farm construction and operation,80,percent,PSOs or any PAM operators serving as PSOs must have completed a commercial PSO training program for the Atlantic with an overall examination score of 80 percent or greater.,False,,,
3265,26,gemini-1.5-pro,Environmental,Marine mammal interactions,8667556622,,"In the case of a marine mammal interaction, the Lessee must contact the Marine Mammal Stranding Hotline immediately at 866-755-6622 and report the incident to NMFS-OPR, and, for ESA-listed marine mammals, NMFS GARFO-PRD.",False,,,
3272,26,deepseek-chat,Technical,Offshore electrical substations in North Sea,1000,year return period,"Substation foundations must withstand a 1,000-year return period storm event",False,,,
3274,26,gemini-1.5-pro,Technical,"Offshore wind farm, PAM System Placement",90,days,The Lessee must submit as-placed PAM system plats to BSEE within 90 days of placement.,False,,,
3299,26,gemini-1.5-pro,Environmental,Lease Area,180,days,"The Lessee may request temporary withholding of the public release (i.e., the placement into the NCEI public data archive) of raw acoustic data collected within the Lease Area for up to 180 days after collection of that data.",False,,,
3311,26,gpt-4o-mini,Technical,Boulder relocation activities related to the installation and operation of the facility.,60,days,"The Lessee must provide a Boulder Relocation Report to BSEE, BOEM, NMFS GARFO-HESD, and the approved CVA.",False,,,
3319,26,gpt-4o-mini,Technical,Foundation pile-driving phase,10,dB,"The noise abatement system must be employed during all foundation pile-driving in a manner that achieves maximum noise attenuation levels practicable, but, at minimum, results in noise levels equal to or less than those modeled assuming 10 dB attenuation.",False,,,
3320,26,gemini-1.5-pro,Environmental,"Vessel transit, project vessels, and vicinity of project vessels",24,hours,"If a NARW is observed [...] the Lessee must immediately report sighting or acoustic detection information to the NMFS North Atlantic Right Whale Sighting Advisory System (866) 755-6622, through the WhaleAlert app, and to the USCG via channel 16, as soon as feasible, but no later than 24 hours after the initial sighting or acoustic detection.",False,,,
3331,26,claude-3-haiku-20240307,Technical,Offshore wind farm project activities,10,dB,"Expansion of the zones will be reconsidered after additional sound attenuation measures are in place that reduce distances to at or below those modeled assuming 10 dB, as verified by SFV.",False,,,
3333,26,gemini-1.5-pro,Technical,Edge scour around offshore wind farm structures,10,percent,The Lessee must submit a plan for additional monitoring and/or mitigation to BSEE for review and concurrence if edge scour develops within 10 percent of the maximum allowance.,False,,,
3339,26,gemini-1.5-pro,Environmental,Survey vessels involved in offshore wind farm activities,24,hours,"Hard-shelled sea turtles (i.e., non-leatherbacks) may be held on board for up to 24 hours, provided conditions during holding are authorized by the NMFS GARFO-PRD and safe handling practices are followed.",False,,,
3340,26,gemini-1.5-pro,Safety,Lease Area's Primary SMS,30,days,"The Lessee must demonstrate, to BSEE’s satisfaction, the functionality of the Lease Area’s Primary SMS by providing evidence of such functionality no later than 30 days prior to the scheduled beginning of the relevant activities described in the COP.",False,,,
3350,26,gpt-4o-mini,Safety,Operational phase,4,knots,"If a sea turtle or manta ray is sighted at any distance within the operating vessel’s forward path, the vessel operator must slow down to 4 knots or less and steer away.",False,,,
3361,26,gemini-2.5-flash,Spatial,"Wind Turbine Generators (WTGs) within Lease Area OCS-A 0490, specifically in relation to the Delaware Bay Traffic Separation Scheme.",1.0,nmi,A 1 nmi (1.9 kilometer) setback from the traffic separation scheme (TSS) from Delaware Bay.,False,,,
3372,26,gemini-1.5-pro,Technical,Pile-driving monitoring,1,hour,"The PSO must create a new entry on the Effort form each time a pile segment changes, or weather conditions change, and at least once an hour as a minimum.",False,,,
3397,26,gemini-1.5-pro,Technical,Geophysical and geotechnical surveys,90,days,The Lessee must submit Survey Plans to BOEM and BSEE (via TIMSWeb with a notification email at protectedspecies@bsee.gov) for review and concurrence at least 90 days prior to the planned start of geophysical and geotechnical surveys.,False,,,
3398,26,gpt-4o-mini,Environmental,Other large whales (visual and PAM monitoring),5250,meters,"Monopiles - 5,250 m 3-m pin piles - 1,400 m 1.8-m pin piles - 200 m",False,,,
3406,26,gpt-4o-mini,Financial,Direct Compensation Fund for the Project during the post-COP approval pre-construction and construction period.,100,percent,"The Lessee must reserve the amount of, at a minimum, 100 percent of annual revenue exposure allocated to the Project during the post-COP approval pre-construction and construction period.",False,,,
3446,26,deepseek-chat,Environmental,North Sea Exclusive Economic Zones,25,meters,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to protect benthic habitats,False,,,
3447,26,gemini-1.5-pro,Safety,Lease Area,3,years,"The Lessee must conduct periodic Lease Area Primary SMS audits and provide BSEE with a report summarizing the results of the most recent audit at least once every 3 years, and upon BSEE’s request.",False,,,
3463,26,gemini-1.5-pro,Environmental,Offshore wind farm operation,10,fish,"The Lessee must report any occurrence of at least 10 dead non-ESA-listed fish within established shutdown or monitoring zones to BOEM and to BSEE (via email to protectedspecies@bsee.gov) as soon as practicable (taking into account crew and vessel safety), but no later than 24 hours after the sighting.",False,,,
3475,26,claude-3-haiku-20240307,Technical,Anchoring activities,90,days,As-placed Anchor Plats for all anchoring activities must be submitted 90 days after completion of an activity or construction of a major facility component.,False,,,
3484,26,gemini-1.5-pro,Safety,Critical safety systems,1,month,"If surveillance records or Conformity Statement and supporting documentation are not submitted within a month of qualified third-party verification, or if BSEE objects to the submission, BSEE may require the facility to cease operations.",False,,,
3488,26,claude-3-haiku-20240307,Spatial,"Impact Pile-Driving for WTG, OSS, and Met Tower Foundation Installation","[2900, 1400, 100]",meters,"Other large whales (visual and PAM monitoring) - Monopiles - 2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m",False,,,
3489,26,claude-3-haiku-20240307,Spatial,"Impact Pile-Driving for WTG, OSS, and Met Tower Foundation Installation","[5250, 1400, 200]",meters,"Other large whales (visual and PAM monitoring) - Monopiles - 5,250 m 3-m pin piles - 1,400 m 1.8-m pin piles - 200 m",False,,,
3491,26,gpt-4o-mini,Technical,Mitigation measures related to HF-radar systems.,30,days,"If at any time the NOAA IOOS Office or an HF-radar operator informs the Lessee that the Project will cause unacceptable interference to an HF-radar system, the Lessee must notify BOEM of the determination and propose new or modified mitigation.",False,,,
3494,26,gemini-1.5-pro,Environmental,Survey mitigation,12,,The Lessee must submit to BOEM a survey mitigation agreement between NMFS and the Lessee. The survey mitigation agreement must describe how the Lessee will mitigate the Project impacts on the 12 NMFS surveys.,False,,,
3497,26,gpt-4o-mini,Technical,Complete set of cable drawing(s),6,months,Submit final as-built reports within 6 months following installation of the export and inter-array cables.,False,,,
3517,26,gpt-4o-mini,Technical,Cape Charles to Delaware Bay Shipping Safety Fairway,20,percent,Cable protection measures through the proposed Cape Charles to Delaware Bay Shipping Safety Fairway should not result in more than a 20 percent reduction in the measured water depth above the protection measure.,False,,,
3518,26,gpt-4o-mini,Environmental,Marine archaeological resources during construction and operation.,164,feet,The Lessee must comply with protective buffers recommended by the Qualified Marine Archaeologist (QMA) such that all 18 identified marine archaeological resources are provided buffers measuring a distance of no less than 164 feet (50 meters) from the outer edge of magnetic anomalies or acoustic contacts.,False,,,
3522,26,gemini-1.5-pro,Technical,"Operational phase, Data collection and reporting",10,minutes,"Data calculated from 10-minute supervisory control and data acquisition data, for all WTGs together in tabular format, including the proportion of time the WTGs were spinning each month, the average rotor speed (monthly revolutions per minute) of spinning WTGs plus 1 standard deviation, and the average pitch angle of blades (degrees relative to rotor plane) plus 1 standard deviation.",False,,,
3531,26,gemini-1.5-pro,Spatial,"Anchoring and buoy placement near sensitive habitats, resources, and submerged infrastructure.",0.5,m,"The Lessee must provide to all construction and support vessels the locations where anchoring or buoy placement must be avoided to the extent technically and/or economically practicable or feasible, including sensitive benthic habitats, boulders greater than or equal to 0.5 m, ASLFs, known and potential shipwrecks, potentially significant debris fields, potential hazards, and any related facility installation activities (such as cable, WTG, and OSS installation).",False,,,
3536,26,gemini-1.5-pro,Spatial,"Areas within 500m of sensitive habitats, resources, and submerged infrastructure during construction and operations/maintenance.",500,m,"The Lessee must prepare and implement an Anchoring Plan(s) for all areas where anchoring or buoy placement occurs and jack-up barges are used during construction and operations/maintenance within 1,640 ft (500 m) of habitats, resources, and submerged infrastructure that are sensitive, including sensitive benthic habitats; boulders greater than or equal to 0.5 m; ancient submerged landform features (ASLFs); known and potential shipwrecks; potentially significant debris fields; potential hazards; third-party infrastructure; and any related facility installation activities (such as cable, WTG, and OSS installation).",False,,,
3576,26,claude-3-haiku-20240307,Jurisdictional,"Cables, WTGs, and OSS",120,days,"The Lessee must submit the Micrositing Plan(s) to BOEM, NMFS-HESD, and BSEE for a 60-day review, 120 days prior to site preparation activities for cables, WTGs, and OSS(s) within the scope of the plan. The Lessee must resolve all comments on the Micrositing Plan(s) to BOEM's and BSEE's satisfaction prior to implementation of each plan(s).",False,,,
3578,26,claude-3-haiku-20240307,Spatial,Entire lease area,"[1, 0.76, 0.47]",nautical miles (nmi),"The Lessee must not adjust approved structure locations in a way that narrows any linear rows and columns oriented north – south to less than 1 nautical miles (nmi) or east to west to less than 0.76 nmi; except the met tower position located on the western edge of the west to east row, which must not be less than 0.47 nmi from the nearest gridded location.",False,,,
3594,26,gemini-1.5-pro,Environmental,"Vessel transit, project vessels, and vicinity of project vessels",24,hours,"If unable to report a sighting through the spreadsheet within 24 hours, call the relevant regional hotline (Greater Atlantic Region [Maine through Virginia] Hotline 866-755-6622; Southeast Hotline 877-WHALE-HELP) with the observation information provided.",False,,,
3605,26,gpt-4o-mini,Spatial,Offshore wind turbine generator positions,1,nmi,1 nmi (1.9 kilometer) setback from the traffic separation scheme (TSS) from Delaware Bay,False,,,
3610,26,gpt-4o-mini,Environmental,Sea turtles (HRG Surveys – visual PSOs),100,meters,100 m,True,"105, 108","105, 108","Page 105: ""...w ride) or towed equipment, vessel speed reduction, course alteration, and shutdown are not required. 5.8.4 if a vessel is underway, a pso must monitor a protected species separation distance of 100 m for sea turtles and 500 m or greater for marine mammals visible at the surface, to ensure detection of that animal in time to take necessary measures to avoid striking the animal. if the vessel doe..."" | ""...y distance within the operating vessel’s forward path, the vessel operator must slow down to 4 knots or less and steer away (unless unsafe to do so) until there is a separation distance of at least 100 m, at which time the vessel may resume normal operations. if a sea turtle is sighted within 50 m of the forward path of the operating vessel, the vessel operator must shift to neutral when safe to do..."" | ""...to do so and then proceed away from the turtle at a speed of 4 knots when the sea turtle is no longer in the forward path of the vessel. the vessel may resume normal operations after it has passed 100 m from the turtle. 5.8.8.1 vessel operators must avoid transiting through areas of visible jellyfish aggregations or floating sargassum lines or mats. if operational safety prevents avoidance of su...""
Page 108: ""...tored by pam other large whales (visual and pam monitoring) monopiles - 5,250 m 3-m pin piles - 1,400 m 1.8-m pin piles - 200 m monopiles - 2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large whales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown..."" | ""...200 m monopiles - 2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large whales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed action; the zones for marine mammals reflect the proposed conditions of the mmpa ita, and..."" | ""...2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large whales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed action; the zones for marine mammals reflect the proposed conditions of the mmpa ita, and the zones for sea tu..."" | ""...3-m pin piles - 1,400 m 1.8-m pin piles - 100 m sea turtles (visual detection) 250 m 250 m hrg surveys – visual psos narw 500 m 500 m other large whales 500 m 100 m sea turtles 100 m 100 m note: these are the clearance and shutdown zones incorporated into the proposed action; the zones for marine mammals reflect the proposed conditions of the mmpa ita, and the zones for sea turtles r..."""
3621,26,deepseek-chat,Spatial,U.S. Exclusive Economic Zone (EEZ),10,nautical miles,No wind turbines shall be installed within 10 nautical miles of designated shipping lanes.,False,,,
3623,26,gpt-4o-mini,Safety,Demonstration of functionality of Lease Area’s Primary SMS,30,days,"The Lessee must demonstrate, to BSEE’s satisfaction, the functionality of the Lease Area’s Primary SMS by providing evidence of such functionality no later than 30 days prior to the scheduled beginning of the relevant activities described in the COP.",False,,,
3634,26,gemini-1.5-pro,Technical,Cable laying and post-construction survey,0.5,meters,"Where plows, jets, grapnel runs, or other similar methods are used, the Lessee must complete post-construction geophysical surveys [...] capable of detecting bathymetry changes of 0.5 meters or less to determine the height and width of any created berms.",False,,,
3642,26,gemini-1.5-pro,Environmental,Prevention of marine debris release,30,days,The Lessee must take steps to prevent similar releases of marine debris and must submit a description of these preventative actions to BSEE within 30 days from the date on which the release of marine debris occurred.,False,,,
3649,26,gpt-4o-mini,Technical,Met tower pin pile foundations,1.8,meters,Met towers pin piles must be no larger than 1.8 m in diameter.,False,,,
3659,26,gemini-1.5-pro,Environmental,Survey vessels involved in offshore wind farm activities,16,,"If survey staff are unable to contact the hotline, then survey staff must contact the USCG via very high frequency (VHF) marine radio on Channel 16.",False,,,
3695,26,deepseek-chat,Technical,Fixed-bottom turbines in North Atlantic lease areas,50,year return period,Wind turbine foundations must withstand 1-in-50-year extreme wave conditions,False,,,
3696,26,claude-3-haiku-20240307,Jurisdictional,Offshore wind farm projects,100,Percent,"The Lessee must ensure the reserve amount allows for, at a minimum, 100 percent of annual revenue exposure allocated to the Project during the projected post-COP approval pre-construction and construction years and, pending BSEE approval of the decommissioning plan, decommissioning years.",False,,,
3704,26,gemini-1.5-pro,Jurisdictional,Reporting Timeline,1,Day of the month,"The Lessee must submit these reports by April 1 of each year for the previous calendar year (i.e., the 2026 report is due by April 1, 2027).",False,,,
3745,26,gemini-1.5-pro,Environmental,Lease Area,12,months,The Lessee must submit a comprehensive report after each full year of post-construction monitoring within 12 months of completion of the survey season.,False,,,
3748,26,deepseek-chat,Spatial,North Sea designated shipping routes,500,meters,Wind farms must maintain a minimum distance of 500 meters from shipping lanes.,False,,,
3761,26,gpt-4o-mini,Jurisdictional,Offshore seabed-disturbing activities requiring anchoring,60,days,"If there are fewer than 120 days between anchoring activities and this COP approval, the Lessee must submit the plan as soon as practicable and no later than 60 days prior to commencing activities.",False,,,
3776,26,gemini-1.5-pro,Environmental,Offshore wind farm project,48,hours,"The Lessee must report within 48 hours all observations or collections of injured or dead whales, sea turtles, or sturgeon to BSEE, NMFS-OPR, and NMFS GARFO-PRD, including observations and interactions during the fisheries surveys.",False,,,
3788,26,gemini-1.5-pro,Financial,Lease OCS-A 0490,94000,USD,Maintain supplemental financial assurance,False,,,
3799,26,gemini-1.5-pro,Environmental,Survey vessels involved in offshore wind farm activities,8667556622,,"For sea turtles that appear injured, sick, distressed, or dead (including stranded or entangled individuals), survey staff must immediately contact the Greater Atlantic Region Marine Animal Hotline at 866-755-6622 for further instructions and guidance on handling, retention, and/or disposal of the animal.",False,,,
3813,26,claude-3-haiku-20240307,Spatial,"Impact Pile-Driving for WTG, OSS, and Met Tower Foundation Installation","[2900, 1400, 200, 10000]",meters,"Minimum visibility zone from each PSO platform (pile-driving vessel and at least two PSO vessels): Monopiles - 2,900 m; 3-m pin piles - 1,400 m; 1.8-m pin piles - 200 m; and PAM monitoring out to 10,000 m",False,,,
3815,26,gpt-4o-mini,Jurisdictional,Project operation phase,45,days,The Lessee must provide written notice to the DON at least 45 days in advance of the intended use of any material vendor not previously screened.,False,,,
3817,26,gemini-1.5-pro,Environmental,"Micrositing of cables, offshore substations (OSSs), and wind turbine generators (WTGs)",0.5,m,"For cables, OSSs, and/or WTGs that cannot be microsited to avoid impacts to sensitive benthic habitat or boulders greater than or equal to 0.5 m in diameter, the micrositing plan must identify technically and/or economically practicable or feasible impact minimization measures and use the following prioritized list [of complex habitat sub-types] to avoid during micrositing: complex habitats with high density large boulders, complex habitats with medium density large boulders, complex habitats with low density large boulders, complex with scattered large boulders, and complex habitats with no large boulders.",False,,,
3824,26,claude-3-haiku-20240307,Technical,Offshore wind farm construction activities,80,Percent,PSOs or any PAM operators serving as PSOs must have completed a commercial PSO training program for the Atlantic with an overall examination score of 80 percent or greater.,False,,,
3841,26,gemini-1.5-pro,Safety,Critical safety systems,5,business days,"If BSEE has not responded to the submitted documentation within 5 business days, the Lessee may presume concurrence and continue operating.",False,,,
3859,26,gemini-1.5-pro,Spatial,Project Easements on the OCS,200,ft,"Prior to the implementation of the Renewable Energy Modernization Rule, easements [were] limited to 200 ft in width.",False,,,
3860,26,gemini-1.5-pro,Technical,"Planning phase, Passive Acoustic Monitoring Plan Submission",120,days,"No later than 120 days prior to instrument deployment and before any construction begins, the Lessee must submit to BOEM and BSEE (renewable_reporting@boem.gov; renewableenergyoperations@bsee.gov and TIMSWeb) the Long-term PAM Plan that describes all proposed equipment (including number and configuration of instruments), deployment locations, mooring design, detection review methodology, and other procedures and protocols related to the required use of PAM.",False,,,
3866,26,gemini-1.5-pro,Safety,Offshore wind farm operation,80000,USD,"Contribute funds ($80,000) toward the execution of the RAM for each affected radar",True,160,160,"Page 160: ""...notify norad 30-60 days ahead of project completion and when the project is complete and operational for radar adverse impact management (ram) scheduling; contribute funds ($80,000) toward the execution of the ram for each affected radar; curtail activities for national security of defense purposes as described in the leasing agreement. additionally, don requested the following conditions: require the developer to coordinate prio..."""
3869,26,gemini-1.5-pro,Jurisdictional,Direct compensation program reporting,31,Day of the month,"The Lessee must request that the Administrator(s) submit the required notification by January 31 of each year, beginning on the second anniversary of the Project’s Commercial Operations Date as defined by Addendum “B” of the Lease.",False,,,
3871,26,gemini-1.5-pro,Safety,Vessel operation during offshore wind farm activities,500,meters,"If stationary, the vessel must not engage engines until the large whale has moved beyond 500 m.",False,,,
3884,26,gpt-4o-mini,Safety,Foundation installation phase.,120,days,"The Lessee must provide a lighting, marking, and signaling plan for review by BOEM, BSEE, and the USCG, and obtain concurrence by BOEM and BSEE at least 120 days before foundation installation.",False,,,
3913,26,gpt-4o-mini,Safety,Operational phase,500,meters,A minimum separation distance of 500 m from all ESA-listed whales (including unidentified large whales) must be maintained around all surface vessels at all times.,False,,,
3917,26,gpt-4o-mini,Environmental,Other large whales (shutdown zone),2900,meters,"Monopiles - 2,900 m 3-m pin piles - 1,400 m 1.8-m pin piles - 100 m",False,,,
3949,26,deepseek-chat,Technical,North Sea installations,50,year return period,Turbine foundations must withstand 1-in-50-year extreme wave conditions,False,,,
3953,26,gpt-4o-mini,Technical,Edge scour stability during the operational phase.,10,percent,The Lessee must submit a plan for additional monitoring and/or mitigation to BSEE for review and concurrence if edge scour develops within 10 percent of the maximum allowance.,False,,,
3965,26,claude-3-haiku-20240307,Technical,Offshore wind farm construction and decommissioning activities,90,days,"The Lessee must provide as-placed anchor plats to BOEM and BSEE within 90 days of completion of an activity (including during operations and decommissioning) or construction of a major facility component (e.g., buoys, export cables, WTGs or OSSs, inter-array cables, etc.) or decommissioning to demonstrate that seafloor-disturbing activities complied with avoidance requirements for seafloor features and hazards, archaeological resources, and/or anomalies.",False,,,
3973,26,gemini-1.5-pro,Environmental,"Operational Phase, Avian Protection",60,business days,"Within 60 business days of BOEM’s issuance of the final Collision Minimization Report, the Lessee must participate in a meeting to discuss the report with BOEM, BSEE, USFWS, and appropriate state agencies.",False,,,
3990,26,gemini-1.5-pro,Technical,Boulder relocation reporting,60,days,The Lessee must submit the report within 60 days of completion of the boulder relocation activities and prior to or with the relevant FIR.,False,,,
4020,26,gpt-4o-mini,Safety,Seabed disturbance during all phases of wind farm development.,24,hours,"If any vessel conducting work on behalf of the Lessee or any other activity associated with planning, construction, operation, or decommissioning disturbs the seabed within the avoidance areas, the Lessee must submit an incident report to BOEM and BSEE within 24 hours.",False,,,
4048,26,gemini-1.5-pro,Technical,Offshore wind farm operation (noise mitigation),10,dB,"Expansion of the zones will be reconsidered after additional sound attenuation measures are in place that reduce distances to at or below those modeled assuming 10 dB, as verified by SFV.",False,,,
4070,26,gpt-4o-mini,Jurisdictional,Lease auction for Maryland WEA,8701098,USD,BOEM has determined that the high bid resulting from the lease auction and lease terms provides a fair return to the United States.,False,,,
4072,26,gpt-4o-mini,Technical,Alternative Monitoring Plan for HRG surveys,60,days,The Lessee must submit the AMP 60 days before survey operations are set to begin.,False,,,
4076,26,gemini-1.5-pro,Jurisdictional,Offshore wind farm operation,45,days,"Within 45 days of completing the requirements in Sections 4.4.1 through 4.4.3, the Lessee must provide BOEM with evidence of compliance with those requirements.",False,,,
4080,26,gemini-1.5-pro,Environmental,"Offshore wind energy development in the northeast region, impacting 12 NMFS scientific surveys",12,Surveys,The Lessee must submit to BOEM a survey mitigation agreement between NMFS and the Lessee. The survey mitigation agreement must describe how the Lessee will mitigate the Project's impacts on the twelve NMFS surveys.,False,,,
4087,26,gemini-1.5-pro,Safety,PATONs,14,days,Immediately report discrepancies in the status of all PATONs to the local USCG Sector Command Center (a timeline of when discrepancies can be resolved must be sent to USCG within 14 days of identifying the discrepancy).,False,,,
4120,26,gemini-1.5-pro,Environmental,HRG Surveys,100,m,Maintain a 100 m shutdown zone for sea turtles during HRG surveys.,False,,,
4121,26,gemini-1.5-pro,Environmental,HRG Surveys,100,m,Maintain a 100 m clearance zone for sea turtles during HRG surveys.,False,,,
4129,26,gpt-4o-mini,Financial,Lease OCS-A 0490,100000,USD,"US Wind has provided and currently maintains Bond No. 09275795 to cover $100,000 lease-specific financial assurance requirement.",False,,,
4144,26,deepseek-chat,Technical,All offshore installations,70,m/s,Wind turbines must withstand extreme wind speeds of up to 70 m/s,False,,,
4166,26,gpt-4o-mini,Safety,Lease Area Primary SMS audits,3,years,"The Lessee must conduct periodic Lease Area Primary SMS audits and provide BSEE with a report summarizing the results of the most recent audit at least once every 3 years, and upon BSEE’s request.",False,,,
4174,26,gemini-1.5-pro,Technical,Changes to DOFS and acoustic monitoring device information,30,days,The Lessee must provide DON with notice of the intent to change this information at least 30 days prior to any change.,False,,,
4177,26,gpt-4o-mini,Jurisdictional,Offshore seabed-disturbing activities requiring anchoring,120,days,"The Lessee must provide the proposed Anchoring Plan to BOEM and BSEE, for the agencies’ 60-day review... at least 120 days before anchoring activities or at least 120 days before construction begins for export and interarray cables, whichever is earlier.",False,,,
4179,26,gpt-4o-mini,Safety,Pile driving activities,9,PSOs,"The Lessee must use NMFS-approved PSOs and PAM operators to monitor the identified clearance and shutdown zones before, during, and after all foundation installation activities.",False,,,
4183,26,gpt-4o-mini,Reporting,Reporting of incidental take,24,hours,The Lessee must report to BOEM and BSEE within 24 hours of confirmation any take of an ESA-listed species.,False,,,
4197,26,gemini-1.5-pro,Environmental,"Fisheries surveys, Sea turtle and sturgeon handling",15,minutes,"Handling times for these species must be minimized (i.e., kept to 15 minutes or less) to limit the amount of stress placed on the animals.",False,,,
4221,26,gemini-1.5-pro,Safety,Offshore wind facilities handling or storing oil,100,gallons,The OSRP must include a safety data sheet for every type of oil present on any OCS facility in quantities equal to or greater than 100 gallons.,False,,,
4225,26,gpt-4o-mini,Safety,Operational phase,1,month,"If the surveillance records or Conformity Statement and supporting documentation are not submitted within a month of qualified third-party verification of the commissioning of the safety systems or if BSEE objects to the submission, BSEE may require the facility to cease operations.",False,,,
4236,26,gemini-1.5-pro,Technical,Monopile and jacket foundation installation,3,,An interim report is required for each of the first three monopiles and pile driven jacket foundations installed and any additional piles for which SFV is required.,False,,,
4241,26,deepseek-chat,Technical,All offshore structures,100,years,Wind turbine foundations must withstand a 100-year storm event,False,,,
4246,26,gpt-4o-mini,Technical,Wind Turbine Generators (WTGs),50,years,WTGs are designed to withstand a 50-year return interval event.,False,,,
4261,26,gemini-1.5-pro,Environmental,Fisheries monitoring surveys,24,hours,All lost gear must also be reported to NMFS GARFO-PRD and BSEE within 24 hours of the documented time when gear is discovered to be missing or lost.,False,,,
4269,26,deepseek-chat,Spatial,German Bight area,1,kilometers,Wind farms must maintain a 1km buffer zone from designated shipping lanes,False,,,
