row_index,document_id,model_name,constraint_type,scope,numerical_value,unit,requirement,match_type,pages_found,highlighted_pages,matching_text_snippets,similarity_score
4877,40,gemini-1.5-pro,Safety,Vessel operations in the vicinity of delphinoid cetaceans and pinnipeds,50.0,meters,"If a delphinid cetacean or pinniped is sighted within 50 m of a transiting vessel, LOA Holder's vessel must shift the engine to neutral, with an exception made for those that approach the vessel. Engines must not be engaged until the animal(s) has moved outside of the vessel's path and beyond 50 m",fuzzy,6,6,"Page 6: ""...m (164 ft) from all delphinoid cetaceans and pinnipeds with an exception made for those that approach the vessel (i.e., bow-riding dolphins). if a delphinid cetacean or pinniped is sighted within 50 m...""",0.6614872364039955
4909,40,gemini-1.5-pro,Technical,Personnel Certification (PSO/PAM),5.0,years,"An unconditionally approved PSO or PAM operator is one who has completed training within the last 5 years and attained the necessary experience (i.e., demonstrate experience with monitoring for marine mammals at clearance and shutdown zone sizes similar to those produced during the respective activity).",fuzzy,18,18,"Page 18: ""...may approve psos and pam operators as conditional or unconditional. a conditionally-approved pso or pam operator may be one who has completed training in the last 5 years but has not yet attained the ...""",0.6530612244897959
5104,40,gemini-1.5-pro,Safety,Vessel operations in the vicinity of sperm whales and non-North Atlantic right whale baleen whales,100.0,meters,"If one of these species (sperm whales and non-North Atlantic right whale baleen whales) is sighted within 100 m of a transiting vessel, LOA Holder's vessel must reduce speed and shift the engine to neutral. Engines must not be engaged until the whale has moved outside of the vessel's path and beyond 100 m",fuzzy,6,6,"Page 6: ""...right whale, the vessel operator must assume that it is a north atlantic right whale and take the vessel strike avoidance measures described in this paragraph (b)(9) of this section; (10) loa holder's...""",0.6351351351351351
5205,40,gemini-1.5-pro,Safety,Vessel transit,4.0,hours,"At the onset of transiting and at least once every 4 hours, vessel operators and/or trained crew member(s) must also monitor the project's Situational Awareness System, WhaleAlert, and relevant NOAA information systems such as the Right Whale Sighting Advisory System (RWSAS) for the presence of North Atlantic right whales",fuzzy,5,5,"Page 5: ""...at the onset of transiting and at least once every 4 hours, vessel operators and/or trained crew member(s) must also monitor the project's situational awareness system, whalealert, and relevant noaa i...""",0.76
5309,40,gemini-1.5-pro,Safety,UXO/MEC detonation during offshore wind farm activities,48.0,hours,"LOA Holder must provide NMFS Office of Protected Resources with notification of planned UXO/MEC detonation as soon as possible but at least 48 hours prior to the planned detonation, unless this 48-hour notification would create delays to the detonation that would result in imminent risk of human life or safety.",fuzzy,26,26,"Page 26: ""...to marine mammal from vessel and closest point of approach; and any avoidance measures taken in response to the marine mammal sighting. (iv) loa holder must provide nmfs office of protected resources ...""",0.6589229144667371
5356,40,gemini-2.5-flash,Environmental,Personnel (PSO and PAM operators) involved in marine mammal monitoring for the Ocean Wind 1 project during construction.,60.0,days,"LOA Holder must submit resumes for approval at least 60 days prior to PSO and PAM operator use. Resumes must include information related to relevant education, experience, and training, including dates, duration, location, and description of prior PSO or PAM operator experience. Resumes must be accompanied by relevant documentation of successful completion of necessary training.",fuzzy,18,18,"Page 18: ""...loa holder must submit resumes for approval at least 60 days prior to pso and pam operator use. resumes must include information related to relevant education, experience, and training, including date...""",0.7867494824016563
5366,40,gemini-1.5-pro,Technical,Offshore wind farm construction (foundation installation and UXO/MEC detonation),90.0,percent,"The report must include, at minimum: hammer energies/schedule used during pile driving, including, the total number of strikes and the maximum hammer energy; the model-estimated acoustic ranges (R 95 %) to compare with the real-world sound field measurements; the estimated UXO/MEC charge size (or physical size if charge size is unknown) and donor charge size in trinitrotoluene (TNT) equivalent weight for either high (donor charge used to detonate/destroy UXO/MEC) or low order detonations and description of UXO/MEC (e.g., munition type, state of submergence, approximate age); peak sound pressure level (SPL pk ), root-mean-square sound pressure level that contains 90 percent of the acoustic energy (SPL rms ), and sound exposure level (SEL, in single strike for pile driving, SEL ss ), for each hydrophone, including at least the maximum, arithmetic mean, minimum",fuzzy,23,23,"Page 23: ""...the real-world sound field measurements; the estimated uxo/mec charge size (or physical size if charge size is unknown) and donor charge size in trinitrotoluene (tnt) equivalent weight for either high...""",0.8085912823752369
5375,40,gemini-1.5-pro,Safety,LOA Holder's vessels transiting and surveying,180.0,degrees,"LOA Holder's underway vessels (e.g., transiting, surveying) operating at any speed must have a dedicated visual observer on duty at all times to monitor for marine mammals within a 180° direction of the forward path of the vessel (90° port to 90° starboard) located at an appropriate vantage point for ensuring vessels are maintaining appropriate separation distances.",fuzzy,5,5,"Page 5: ""...a training course log sheet and reported to nmfs; (2) loa holder's vessels, regardless of their vessel's size, must maintain a vigilant watch for all marine mammals and slow down, stop their vessel, o...""",0.7419354838709677
5452,40,gemini-1.5-pro,Environmental,"Construction phase, Pile driving and UXO/MEC detonation activities",1.0,business day,"If at any time [...] LOA Holder becomes aware of any issue [...] which may [...] call into question the validity of any measured Level A harassment or Level B harassment isopleths [...], LOA Holder must inform NMFS Office of Protected Resources within 1 business day of becoming aware of this issue or before the next pile is driven (or UXO/MEC is detonated), whichever comes first.",fuzzy,25,25,"Page 25: ""...if at any time during the project loa holder becomes aware of any issue or issues which may (to any reasonable subject-matter expert, including the persons performing the measurements and analysis) ca...""",0.7211155378486056
5492,40,gemini-1.5-pro,Environmental,Acoustic source operation during construction,30.0,minutes,"If an acoustic source is shut down for reasons other than mitigation for less than 30 minutes, acoustic sources may be activated again without ramp-up only if PSOs have maintained constant observation and no additional detections of any marine mammal occurred within the respective shutdown zones.",fuzzy,16,16,"Page 16: ""...if an acoustic source is shut down for reasons other than mitigation (e.g., mechanical difficulty) for less than 30 minutes, acoustic sources may be activated again without ramp-up only if psos have m...""",0.6393972012917115
5495,40,gpt-4o-mini,Technical,Activities requiring PSOs/PAM operators.,30.0,days,LOA Holder must submit NMFS previously approved PSOs and PAM operators to NMFS Office of Protected Resources for review and confirmation of their approval for specific roles at least 30 days prior to commencement of the activities requiring PSOs/PAM operators.,fuzzy,18,18,"Page 18: ""...as the lead pso or lead pam operator; (9) loa holder must submit nmfs previously approved psos and pam operators to nmfs office of protected resources for review and confirmation of their approval for...""",0.6002317497103129
5574,40,claude-3-haiku-20240307,Safety,Transiting vessels,10,knots,"If a North Atlantic right whale is reported via any of the monitoring systems (refer back to paragraph (b)(4) of this section) within 10 kilometers (km; 6.2 miles (mi)) of a transiting vessel(s), that vessel must operate at 10 knots (kn; 11.5 miles per hour (mph)) or less for 24 hours following the reported detection.",fuzzy,6,6,"Page 6: ""...24-hour period. if a north atlantic right whale is reported via any of the monitoring systems (refer back to paragraph (b)(4) of this section) within 10 kilometers (km; 6.2 miles (mi)) of a transiting...""",0.7106145251396648
5770,40,gpt-4o-mini,Technical,Activities requiring PSOs/PAM operators.,15.0,days,LOA Holder must submit NMFS previously approved PSOs and PAM operators to NMFS Office of Protected Resources for review and confirmation of their approval for specific roles 15 days prior to when new PSOs/PAM operators are required after activities have commenced.,fuzzy,18,18,"Page 18: ""...as the lead pso or lead pam operator; (9) loa holder must submit nmfs previously approved psos and pam operators to nmfs office of protected resources for review and confirmation of their approval for...""",0.6066897347174164
5819,40,claude-3-haiku-20240307,Technical,Offshore wind farm construction,10,decibels,"LOA Holder must conduct sound field verification (SFV) measurements during pile driving activities associated with the installation of, at minimum, the first three monopile foundations. SFV measurements must continue until at least three consecutive piles demonstrate noise levels are at or below those modeled, assuming 10 decibels (dB) of attenuation. Subsequent SFV measurements are also required should larger piles be installed or if additional piles are driven that may produce louder sound fields than those previously measured (e.g., higher hammer energy, greater number of strikes, etc.).",fuzzy,9,9,"Page 9: ""...loa holder must conduct sound field verification (sfv) measurements during pile driving activities associated with the installation of, at minimum, the first three monopile foundations. sfv measuremen...""",0.9357366771159875
6125,40,gemini-1.5-pro,Technical,Hydrophone calibration during sound measurements,0.75,dB,"If any *in-situ* calibration checks for hydrophones reveal a calibration drift greater than 0.75 dB, pistonphone calibration checks are inconclusive, or calibration checks are otherwise not effectively performed, LOA Holder must indicate full details of the calibration procedure, results, and any associated issues in the 48-hour interim reports.",fuzzy,24,24,"Page 24: ""...if any in-situ calibration checks for hydrophones reveal a calibration drift greater than 0.75 db, pistonphone calibration checks are inconclusive, or calibration checks are otherwise not effectively ...""",0.6804733727810651
