model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains,is_regulatory,confidence_score,analysis_reason,text_length,has_numerical_constraint
deepseek-chat,BOEM Order No. 2023-05,Offshore,100,1,Technical,All offshore wind turbines must maintain a minimum clearance of 22 meters above Mean High Water (MHW) to ensure navigational safety.,U.S. offshore wind farms,22,meters,BOEM Order No. 2023-05,safety; technical,True,1.0,Contains 3 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 3 regulatory context(s); Uses regulatory sentence structure,132,True
deepseek-chat,BOEM Order No. 2023-05,Offshore,100,1,Environmental,Construction noise levels must not exceed 160 dB re 1 µPa at 750 meters from the source to protect marine life.,U.S. offshore wind construction zones,160,dB re 1 µPa,NOAA,environmental; safety,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,111,True
deepseek-chat,OWEDG-2023-NS-001,Offshore,104,1,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea offshore wind projects,1,km,"Marine Mammal Protection Act (MMPA), Section 101(a)(5)(D)",wildlife protection; project siting,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,97,True
deepseek-chat,OWED-2023-001,Offshore,18,20,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind zones,500,meters,Marine Wildlife Protection Act (MWPA),environmental; safety,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,103,True
deepseek-chat,NS-OWF-2023-0042,Offshore,54,20,Environmental,All turbine foundations must maintain a minimum 500m buffer from identified coral habitats,North Sea Exclusive Economic Zone,500,meters,OSPAR Convention Annex V,environmental; siting,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Contains 2 numerical constraint(s); Uses regulatory sentence structure,90,True
deepseek-chat,NOW-2023-001,Offshore,60,20,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),Environmental protection; Marine spatial planning,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,108,True
deepseek-chat,NSW-2023-001,Offshore,64,20,Spatial,Minimum distance between turbines must be at least 5 times the rotor diameter.,North Sea wind farms,5,rotor diameters,North Sea Wind Farm Spatial Planning Directive,Layout Optimization; Safety,True,1.0,Contains 1 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,78,True
deepseek-chat,OWF-REG-2023,Offshore,72,20,Environmental,All turbines must maintain a minimum clearance of 1 km from identified marine mammal migration routes,North Atlantic development zones,1,km,Marine Mammal Protection Act (MMPA),environmental; siting,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,101,True
deepseek-chat,NSW-REG-2023-001,Offshore,322,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulation Authority (NSOWRA),environmental; spatial,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,83,True
deepseek-chat,OWED-2023-001,Offshore,410,20,Environmental,All offshore wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migratory paths.,North Atlantic offshore wind lease areas,500,meters,Bureau of Ocean Energy Management (BOEM),Environmental; Safety,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,116,True
deepseek-chat,NSW-2023-05,Offshore,385,10,Environmental,All turbines must maintain a minimum clearance of 1 km from identified marine mammal migratory routes.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental impact; Wildlife protection,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,102,True
deepseek-chat,OWF-REG-2023-001,Offshore,455,20,Spatial,Turbines must maintain a minimum spacing of 5 times the rotor diameter between adjacent units,All offshore wind arrays,5,rotor diameters,American Clean Power Association (ACP) Guidelines,array optimization; wake effects,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,93,True
deepseek-chat,DOC-2023-OWF-001,Offshore,788,20,Environmental,All construction activities must maintain a minimum 500m buffer from marine mammal habitats during breeding seasons,North Atlantic offshore wind lease areas,500,meters,Bureau of Ocean Energy Management (BOEM) 2022 Guidelines,environmental; safety,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Contains 2 numerical constraint(s); Uses regulatory sentence structure,115,True
deepseek-chat,OWF-NS-2023-001,Offshore,795,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from protected marine habitats.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Environmental Protection Agency (NSEPA),Environmental; Spatial,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,86,True
deepseek-chat,NOW-2023-001,Offshore,798,20,Spatial,Wind turbines must maintain a minimum clearance of 1.5 nautical miles from designated shipping lanes,All offshore wind projects in federal waters,1.5,nautical miles,Bureau of Ocean Energy Management (BOEM) 30 CFR § 585,navigation safety; project siting,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,100,True
deepseek-chat,OWF-REG-2023-001,Offshore,801,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea offshore wind projects,1,km,North Sea Environmental Protection Agency (NSEPA),Environmental; Spatial,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,97,True
deepseek-chat,OWF-REG-2023-001,Offshore,801,20,Safety,Helicopter landing zones on offshore substations must be designed in accordance with ICAO Annex 14.,Offshore wind substations,,,International Civil Aviation Organization (ICAO),Safety; Aviation,True,1.0,Contains 3 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,99,True
deepseek-chat,NSW-REG-2023-004,Offshore,808,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental impact; Marine wildlife protection,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,97,True
deepseek-chat,NOWEDG-2023-001,Offshore,810,20,Spatial,Wind turbines must be spaced at least 1 nautical mile apart,All U.S. federal waters,1,nautical mile,Bureau of Ocean Energy Management (BOEM),technical; safety,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,59,True
deepseek-chat,NOW-2023-001,Offshore,837,20,Technical,Wind turbines must maintain a minimum clearance of 22 meters between lowest blade tip and highest astronomical tide,All offshore wind turbines in North Sea jurisdictions,22,meters,International Electrotechnical Commission (IEC) 61400-3,Aviation safety; Structural design,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,115,True
deepseek-chat,NOW-2023-001,Offshore,837,20,Spatial,No construction within 15 nautical miles of designated marine protected areas,U.S. Exclusive Economic Zone,15,nautical miles,National Oceanic and Atmospheric Administration (NOAA) Marine Sanctuary Regulations,Biodiversity; Project siting,True,1.0,Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Contains 1 numerical constraint(s),77,True
deepseek-chat,OWF-REG-2023,Offshore,842,20,Technical,Wind turbines must maintain minimum clearance of 22 meters between lowest blade point and mean high water,North Sea offshore installations,22,meters,International Electrotechnical Commission IEC 61400-3,safety; technical,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,105,True
deepseek-chat,DOC-2023-001,Offshore,873,20,Environmental,Turbine foundations must avoid coral reef habitats within a 500-meter buffer zone.,North Sea offshore wind projects,500,meters,Marine Protection Agency (MPA),Environmental impact; Construction,True,1.0,Contains 1 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 2 constraint type(s); Contains 2 regulatory context(s),82,True
deepseek-chat,BSEE-2023-001,Offshore,876,20,Environmental,Wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways during nesting season.,U.S. federal waters,1,km,BSEE (Bureau of Safety and Environmental Enforcement),wildlife protection; construction planning,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,107,True
deepseek-chat,OWED-2023-001,Offshore,928,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Atlantic offshore wind lease areas,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecology,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,97,True
deepseek-chat,EWF-2023-001,Offshore,932,20,Environmental,All offshore wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Spatial Planning Directive (2021),Environmental; Spatial,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,103,True
deepseek-chat,NSW-REG-2023-004,Offshore,936,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Spatial planning,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,94,True
deepseek-chat,NS-OWF-2023-001,Offshore,950,20,Safety,Minimum clearance of 22 meters must be maintained between lowest blade tip and highest astronomical tide,All turbine installations,22,meters,DNV-ST-0119,navigation safety; technical,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Uses regulatory sentence structure,104,True
deepseek-chat,OWF-NS-2023-001,Offshore,956,20,Environmental,All turbines must maintain a minimum clearance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Authority (NSOWA),Environmental; Spatial,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,94,True
deepseek-chat,OWF-REG-2023-001,Offshore,969,20,Safety,Minimum clearance of 22 meters must be maintained between lowest blade tip and mean high water,All offshore wind turbines in European Union waters,22,meters,EU Offshore Renewable Energy Directive 2021,navigation safety; technical,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Uses regulatory sentence structure,94,True
deepseek-chat,NS-OWDG-2023-04,Offshore,24,21,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 4 regulatory context(s); Uses regulatory sentence structure,119,True
deepseek-chat,NSOW-2023-0042,Offshore,768,20,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to protect benthic ecosystems,North Sea Exclusive Economic Zones,25,meters,OSPAR Convention Annex VII,environmental; structural,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 3 regulatory context(s); Uses regulatory sentence structure,116,True
deepseek-chat,NS-OWF-2023-001,Offshore,763,20,Environmental,Underwater noise during pile driving must not exceed 160 dB re 1 μPa at 750 m from source,All construction activities in marine environments,160,dB re 1 μPa,OSPAR Convention Annex 5,marine mammals; construction impacts,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,89,True
deepseek-chat,NS-OWF-2023-001,Offshore,763,20,Spatial,Wind turbines must maintain a minimum distance of 1 km from designated shipping lanes,North Sea Exclusive Economic Zone,1,km,Maritime Safety Directive 2021,navigation safety; project layout,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,85,True
deepseek-chat,OWED-2023-001,Offshore,660,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migratory routes.,North Atlantic offshore wind lease areas,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine biology,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,97,True
deepseek-chat,OWED-2023-001,Offshore,476,20,Environmental,Wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Atlantic offshore wind zones,1,km,Marine Wildlife Protection Act (MWPA),environmental; safety,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,97,True
deepseek-chat,OWED-2023-001,Offshore,478,20,Environmental,Wind turbines must maintain a minimum clearance of 1 km from marine protected areas.,All offshore wind farms in designated marine conservation zones,1,km,Marine and Coastal Access Act 2009,Environmental protection; Spatial planning,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,84,True
deepseek-chat,OWED-2023-001,Offshore,481,20,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea and Baltic Sea regions,1,km,EU Marine Strategy Framework Directive (MSFD),wildlife protection; project siting,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,98,True
deepseek-chat,OWED-2023-001,Offshore,516,20,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind zones,500,meters,Marine Wildlife Protection Act (MWPA),environmental; safety,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,104,True
deepseek-chat,NSW-REG-2023-001,Offshore,530,20,Environmental,All wind turbines must maintain a minimum distance of 1 km from designated marine protected areas.,North Sea offshore wind projects,1,km,North Sea Offshore Wind Regulation Authority (NSOWRA),Environmental protection; Spatial planning,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,98,True
deepseek-chat,NSW-REG-2023-001,Offshore,530,20,Safety,Emergency response vessels must be stationed within 30 minutes of all operational wind farms.,North Sea offshore wind projects,30,minutes,Maritime Safety Directive 2022,Worker safety; Emergency preparedness,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,93,True
deepseek-chat,NS-OWF-2023-0042,Offshore,559,20,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,environmental; structural,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 4 regulatory context(s); Uses regulatory sentence structure,115,True
deepseek-chat,NSOW-REG-2023-0042,Offshore,641,20,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea Exclusive Economic Zone,25,meters,OSPAR Convention Annex VII,marine ecology; foundation design,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 4 regulatory context(s); Uses regulatory sentence structure,115,True
deepseek-chat,NSOW-REG-2023-0042,Offshore,663,20,Environmental,All turbine foundations must maintain a minimum clearance of 25 meters from the seabed to protect benthic habitats,North Sea Exclusive Economic Zones,25,meters,OSPAR Commission Decision 2022/7,environmental; structural design,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 3 regulatory context(s); Uses regulatory sentence structure,114,True
deepseek-chat,BOEM-2023-005,Offshore,760,20,Environmental,All construction activities must maintain a minimum 500m buffer from identified marine mammal habitats during breeding seasons,US Outer Continental Shelf,500,meters,BOEM 2023 Environmental Protection Regulations,environmental; safety,True,1.0,Contains 2 mandatory verb(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Contains 2 numerical constraint(s); Uses regulatory sentence structure,126,True
deepseek-chat,NS-OW-2023-05,Offshore,670,20,Environmental,Turbine foundations must avoid coral reefs within a 500-meter buffer zone.,North Sea Exclusive Economic Zones,500,meters,OSPAR Commission Annex VII,Marine ecosystems; Construction,True,1.0,Contains 1 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 2 constraint type(s); Contains 2 regulatory context(s),74,True
deepseek-chat,NS-OW-2023-05,Offshore,673,20,Spatial,Wind turbines must maintain a minimum distance of 500 meters from shipping lanes.,North Sea Exclusive Economic Zone (EEZ),500,meters,International Maritime Organization (IMO) Regulation 12.3,"Navigation safety, project layout",True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,81,True
deepseek-chat,NS-OW-2023-05,Offshore,673,20,Environmental,Underwater noise during pile driving must not exceed 160 dB re 1 µPa at 750 meters.,All construction phases,160,dB re 1 µPa,OSPAR Commission Decision 2022/7,Marine mammal protection,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,83,True
deepseek-chat,30 CFR § 585,Offshore,713,20,Safety,Offshore wind turbines must maintain a minimum clearance of 22 meters above mean high water,U.S. federal waters,22,meters,30 CFR § 585 (BOEM),safety; navigation,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,91,True
deepseek-chat,OWF-REG-2023,Offshore,719,20,Safety,All vessels operating within 500m of turbines must maintain automatic identification system (AIS) transmission,All offshore wind farm operational areas,500,meters,International Maritime Organization (IMO),navigation safety; operations,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,110,True
deepseek-chat,30 CFR Part 585,Offshore,721,20,Spatial,Turbines must maintain a minimum 1 nautical mile separation from shipping lanes,Wind energy areas in federal waters,1,nautical mile,BOEM Navigational Safety Policy,maritime safety; project siting,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,79,True
deepseek-chat,BOEM-2023-001,Offshore,726,20,Environmental,Wind turbines must maintain a minimum clearance of 1 nautical mile from designated marine protected areas.,U.S. federal waters,1,nautical mile,BOEM 30 CFR Part 585,environmental; spatial,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,106,True
deepseek-chat,OWED-2023-001,Offshore,727,20,Environmental,Turbine foundations must avoid coral reef habitats within a 500-meter buffer zone.,All offshore wind projects in U.S. federal waters,500,meters,Bureau of Ocean Energy Management (BOEM),marine ecosystems; construction,True,1.0,Contains 1 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 2 constraint type(s); Contains 2 regulatory context(s),82,True
deepseek-chat,OWED-2023-001,Offshore,31,19,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migratory paths.,North Atlantic offshore wind lease areas,500,meters,Marine Mammal Protection Act (MMPA),wildlife conservation; project siting,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,103,True
deepseek-chat,BOEM-2023-OSW,Offshore,9,19,Technical,All offshore wind turbines must maintain a minimum clearance of 22 meters above Mean High Water (MHW).,U.S. federal waters,22,meters,BOEM Regulation § 585.105,Navigational safety; Technical design,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,102,True
deepseek-chat,OWF-REG-2023-001,Offshore,4,19,Environmental,Wind turbines must maintain a minimum distance of 1 km from protected marine habitats.,North Sea Exclusive Economic Zone (EEZ),1,km,Marine Conservation Authority (MCA),Environmental protection; Marine biodiversity,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,86,True
deepseek-reasoner,OWF-REG-2023-004,Offshore,19,18,Safety,Personnel transfer vessels must maintain minimum capacity for 12 persons and comply with IMO MODU Code safety standards,All crew transfer operations in offshore wind farms,12,persons,Maritime Safety Authority Regulation 45-C,Safety,True,1.0,Contains 3 mandatory verb(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,119,True
deepseek-chat,DOC-2023-001,Offshore,309,11,Environmental,All offshore wind turbines must maintain a minimum clearance of 1 km from migratory bird pathways.,North Sea offshore wind projects,1,km,EU Marine Spatial Planning Directive 2021,environmental; wildlife protection,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,98,True
deepseek-chat,OWED-2023-001,Offshore,335,11,Environmental,Wind turbines must maintain a minimum distance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind lease areas,500,meters,Marine Mammal Protection Act (MMPA),Environmental impact; Wildlife protection,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,103,True
deepseek-chat,Document identifier if available,Offshore,403,11,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from marine protected areas.,European Union waters,500,meters,EU Marine Strategy Framework Directive (MSFD),environmental; spatial,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,90,True
deepseek-chat,OWED-2023-001,Offshore,408,11,Environmental,Wind turbines must maintain a minimum clearance of 1 km from identified marine mammal habitats.,North Sea offshore wind projects,1,km,Marine Mammal Protection Act (MMPA),Environmental; Safety,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,95,True
deepseek-chat,OWED-2023-001,Offshore,408,11,Spatial,No offshore wind farm shall be constructed within 12 nautical miles of a designated shipping lane.,U.S. Exclusive Economic Zone (EEZ),12,nautical miles,Bureau of Ocean Energy Management (BOEM),Jurisdictional; Safety,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,98,True
deepseek-chat,NSW-REG-2023-004,Offshore,424,11,Environmental,Wind turbines must maintain a minimum distance of 1 km from protected marine habitats.,North Sea Exclusive Economic Zone (EEZ),1,km,North Sea Offshore Wind Authority (NSOWA),Environmental protection; Marine biology,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,86,True
deepseek-chat,OWF-REG-2023-001,Offshore,444,11,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea offshore wind projects,1,km,Marine Spatial Planning Directive 2023,environmental; spatial,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,98,True
deepseek-chat,BOEM-2023-001,Offshore,448,11,Technical,Offshore wind turbines must maintain a minimum clearance of 22 meters above Mean High Water (MHW).,U.S. federal waters,22,meters,Bureau of Ocean Energy Management (BOEM),Safety; Navigational,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,98,True
deepseek-chat,OWED-2023-001,Offshore,454,11,Environmental,Wind turbines must maintain a minimum clearance of 500 meters from known marine mammal migration routes.,North Atlantic offshore wind lease areas,500,meters,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecology,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,104,True
deepseek-chat,BOEM-2023-001,Offshore,473,11,Technical,Offshore wind turbines must maintain a minimum clearance of 22 meters above mean high water.,U.S. federal waters,22,meters,Bureau of Ocean Energy Management (BOEM),Safety; Navigational,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Uses regulatory sentence structure,92,True
deepseek-chat,NSOWDG-2023-0042,Offshore,481,11,Environmental,Turbine foundations must maintain a minimum clearance of 25 meters from the seabed to allow for marine life passage,North Sea region,25,meters,North Sea Marine Protection Authority,environmental; structural,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 4 regulatory context(s); Uses regulatory sentence structure,115,True
deepseek-chat,EWEA-2023-OSW-001,Offshore,499,11,Environmental,All pile-driving operations must implement noise mitigation measures when sound pressure levels exceed 160 dB re 1 μPa,North Sea construction sites,160,dB re 1 μPa,OSPAR Convention Annex 9,marine mammals; construction safety,True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 constraint type(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s),118,True
deepseek-chat,NSOW-REG-2023-0042,Offshore,14,12,Environmental,All wind turbine foundations must maintain a minimum clearance of 500m from identified coral reef areas,North Sea Exclusive Economic Zones,500,meters,OSPAR Convention Annex V,environmental; spatial,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,103,True
deepseek-chat,BOEM-2023-005,Offshore,28,12,Environmental,Noise levels during construction must not exceed 160 dB re 1 µPa at 750 meters from the source,Marine environments near construction sites,160,dB re 1 µPa,Environmental Protection Agency (EPA),"Marine life protection, noise pollution",True,1.0,Contains 1 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 1 regulatory context(s); Contains 1 numerical constraint(s); Uses regulatory sentence structure,94,True
deepseek-chat,NOW-2023-001,Offshore,39,12,Environmental,All wind turbines must maintain a minimum clearance of 1 km from identified marine mammal migratory paths.,U.S. federal waters,1,km,Bureau of Ocean Energy Management (BOEM),wildlife protection; marine ecology,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,106,True
deepseek-chat,OWF-NS-2023-001,Offshore,41,12,Environmental,All wind turbines must maintain a minimum distance of 1 km from known marine mammal migration routes.,North Sea offshore wind projects,1,km,North Sea Environmental Protection Agency (NSEPA),Environmental impact; Wildlife protection,True,1.0,Contains 2 mandatory verb(s); Contains 1 regulatory phrase(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,101,True
deepseek-chat,NSW-2023-004,Offshore,53,12,Environmental,All wind turbines must maintain a minimum distance of 1 km from identified marine protected areas.,North Sea Exclusive Economic Zones,1,km,"North Sea Offshore Wind Accord (NSOWA), Article 12",environmental; spatial,True,1.0,Contains 2 mandatory verb(s); Contains 2 regulatory phrase(s); Contains 1 constraint type(s); Contains 2 regulatory context(s); Uses regulatory sentence structure,98,True
