model_name,document_number,type_of_wind_farm,chunk_number,document_id,constraint_type,requirement,scope,numerical_value,unit,source,related_domains
gemini-1.5-pro,2.24.1,Offshore,78,26,Technical,The professional engineer or land surveyor must be licensed in a State or Territory of the United States and have sufficient expertise and experience to perform the duties.,Professional engineer/land surveyor qualifications,,,,certification; engineering
gemini-2.5-flash,Ch. 13 – Pg. 4,Unspecified,221,31,Technical,"Transmission providers are required by FERC to offer transmission service on an open, nonpreferential basis pursuant to a transmission tariff that will govern the terms by which such service is provided.",Transmission providers; Grid interconnection; Project output delivery,,,FERC,grid interconnection; market access; transmission service; regulatory compliance
gpt-4o-mini,§ 285.631,Offshore,189,10,Technical,"You must commence construction by the date given in the construction schedule required by § 585.626(b)(21) of this title, and included as a part of your approved COP, unless BOEM approves a deviation from your schedule.",Construction phase under an approved COP,,,§ 285.631,construction scheduling; project management
gpt-4o-mini,Page 3-62,Offshore,106,29,Environmental,"If the Lessee’s activity is responsible for the injury or death, the Lessee must ensure that the vessel assist in any salvage effort as requested by NMFS.",Lessee's responsibilities regarding injured or dead protected species.,,,BOEM regulations,marine wildlife protection; salvage operations
gemini-1.5-pro,137,Offshore,205,10,Technical,Certify in a report that project components are fabricated and installed in accordance with accepted engineering practices,Fabrication and Installation,,,,engineering; certification
gemini-2.5-flash,277,Offshore,426,32,Jurisdictional,Applications for an Outer Continental Shelf Renewable Energy Commercial Lease must be submitted under 30 CFR 585.230.,Outer Continental Shelf (OCS) - USA,,,30 CFR 585.230,leasing; permitting; federal regulation; offshore wind development
gpt-4o-mini,"§ 285.614, § 285.615",Offshore,188,10,Safety,You must submit a certification of compliance annually (or other frequency as determined by BOEM) with those terms and conditions of your SAP that BOEM.,Certification of compliance with SAP terms,,,§ 285.615,regulatory compliance; safety management
deepseek-chat,OWF-REG-2023,Offshore,189,39,Safety,All electrical systems must comply with IEC 61400-24 lightning protection standards,Offshore wind farm electrical infrastructure,,,International Electrotechnical Commission,safety; technical
gpt-4o-mini,,Offshore,26,45,Environmental,Periodic or constant dredging is required to maintain or create ship and boat access to docking facilities.,"Navigable waters during construction and operation of marinas, harbors, and ports.",,,,benthic habitat impact; navigational access; marine construction
gpt-4o-mini,,Offshore,1,18,Jurisdictional,"BOEM may begin processing incomplete COP submissions, subject to a BOEM-reviewed 'supplemental filing schedule' for submitting the remaining required information.",Construction and Operations Plan (COP),,,Bureau of Ocean Energy Management,project submission; regulatory compliance
gpt-4o-mini,April 2018,Offshore,25,45,Environmental,NMFS is required to provide EFH conservation and enhancement recommendations to Federal and state agencies for actions that adversely affect EFH.,Actions affecting Essential Fish Habitat (EFH),,,Magnuson-Stevens Fishery Conservation and Management Act (MSA) Section 305(b)(4),environmental impact assessment; marine habitat protection
gpt-4o-mini,A-3,Offshore,114,7,Safety,Certification should be carried out in accordance with the design standards used and employ NRTL approval if called for in those standards.,Turbines and Substations,,,"IEC 61439, NEC (NFPA 70), OSHA 29 CFR 1910.269",electrical safety; certification standards
gpt-4o-mini,§ 285.111,Offshore,164,10,Jurisdictional,"You must submit one paper copy and one electronic copy of all applications, reports, or notices required by this part.",Application submission process,,,Bureau of Safety and Environmental Enforcement (BSEE),permitting; regulatory compliance
gemini-1.5-pro,,Offshore,98,26,Technical,The Lessee must also provide the location and type of bird-deterrent devices as part of the as-built submittals to BSEE.,As-built submittals,,,,avian protection; documentation
gpt-4o-mini,,Offshore,22,45,Spatial,designating zones for use as marine protected areas to limit adverse effects of fishing practices on certain vulnerable or rare areas/species/life history stages,Marine protected areas,,,NMFS regulatory guidance on EFH,marine conservation; fishing regulations; habitat protection
gemini-1.5-pro,271,Offshore,492,23,Environmental,The lessee must ensure that a “soft start” is implemented at the beginning of each pile installation...an initial set of 3 strikes from the impact hammer at 40-percent energy with a one minute waiting period between subsequent 3-strike sets.,Pile installation,40.0,percent,,marine mammal protection; sea turtle protection; noise mitigation
gemini-1.5-pro,137,Offshore,205,10,Technical,Certify in a report that project components are fabricated and installed in accordance with the Fabrication and Installation Report,Fabrication and Installation,,,,reporting; certification
gpt-4o-mini,§ 285.102,Offshore,160,10,Jurisdictional,BSEE will ensure that any activities authorized in this part are carried out in a manner that provides for: Coordination with relevant Federal agencies.,Activities authorized under part 585 and part 586.,,,§ 285.102,federal coordination; resource management
gpt-4o-mini,5.3.3.2 - 5.3.3.3,Offshore,111,26,Jurisdictional,"The Lessee must provide the final version of each Micrositing Plan to BOEM, BSEE, NMFS, and USACE.",Final submission of Micrositing Plan(s).,,,,regulatory compliance; permitting process
gemini-1.5-pro,page 64 of 98,Offshore,105,2,Jurisdictional,"If you intend to continue activities on your lease or grant, you must provide replacement financial assurance of equivalent or greater value.",Lease or grant continuation,,,30 CFR 585.533(b),financial assurance; lease continuation
gpt-4o-mini,Page 35 of 93,Offshore,90,26,Jurisdictional,The Lessee must provide DON with the names of each entity and person having beneficial ownership or control of 5 percent or more of the Lessee and the project operator.,Project planning phase,5,percent,,national security; project ownership
gpt-4o-mini,§ 285.703,Offshore,200,10,Technical,"You must verify and, in a report to us, certify that major repairs and major modifications to the project conform to accepted engineering practices.",All facilities undergoing major repairs or modifications.,,,§ 285.703,structural integrity; engineering practices
gemini-1.5-pro,page 51 of 98,Offshore,85,1,Jurisdictional,The provisional winner of a lease must pay the balance of its accepted bid in accordance with § 585.225.,Leases for renewable energy projects on the Outer Continental Shelf,,,"30 CFR 585.501(b), 30 CFR 585.225",leasing; financial; bidding
gemini-1.5-pro,25 of 93,Offshore,75,26,Technical,"Front, side, and plan view drawings must be submitted.",WTGs and OSSs,,,30 CFR § 285.701(a)(3),design documentation; visualization
gpt-4o-mini,,Offshore,199,10,Technical,"The fabrication and installation of this structure has been certified by an approved CVA to be in accordance with accepted engineering practices and the approved SAP, GAP, or COP as appropriate.",Fabrication and Installation Report,,,BSEE,engineering standards; construction compliance
gemini-2.5-flash,Section 5.6.4,Offshore,121,26,Environmental,"The Lessee must ensure all vessels deploying fixed gear have adequate disentanglement equipment (i.e., knife and boathook) onboard.","Vessels deploying fixed gear during offshore operations (e.g., construction, survey, operation phases)",,,Lessee's obligation (Section 5.6.4),environmental protection; marine life protection; vessel operations; safety
gemini-1.5-pro,Page 35 of 93,Offshore,90,26,Safety,"In addition, the Lessee must provide such information for each director and the top five executives of the Lessee and the project operator. The Lessee must also provide the following information for each identified person: full legal name, date of birth, country of citizenship, and permanent address.",Project leadership and key personnel,5,individuals,,national security; personnel security
claude-3-haiku-20240307,,Offshore,53,3,Jurisdictional,"In Germany, an offshore hub system has been developed, where the transmission operators (TenneT in the German North Sea and 50 Hertz in the Baltic Sea) are required to provide the connection to the grid due to the regulatory framework adopted",Offshore transmission system design,,,TÜV SÜD PMSS 2014,Jurisdictional
gemini-1.5-pro,2.24.1,Offshore,78,26,Technical,Engineering drawings and reports must be reviewed and stamped by a licensed professional engineer or a professional land surveyor.,Engineering drawings and reports,,,,certification; engineering
gemini-1.5-pro,30 CFR Part 585 (up to date as of 2/18/2025),Offshore,80,1,Jurisdictional,"For the period BOEM considers your request for renewal, you must continue to make all payments in accordance with the original terms and conditions of your lease or grant.",Lease or grant renewal period,,,30 CFR 585.428(c),lease renewal; financial responsibility
gpt-4o-mini,§ 285.653,Offshore,193,10,Safety,"Together with your certification, you must submit summary reports that show compliance with the terms and conditions which require certification.",Certification submission,,,§ 285.653,reporting; safety management
gpt-4o-mini,110,Offshore,113,7,Safety,Certification should be carried out in accordance with the design standards used and employ nationally recognized testing laboratory (NRTL) approval if called for in those standards.,Turbines and Substations,,,IEC 60204-1; DS/EN Independent System Operator (ISO) 13850; DS/EN 61400-25-2; ISO 13850; ISO 13849-1; DNVGL-ST-0438; EN/IEC 60204-1; British Standard (BS) EN 60204-1,safety standards; certification; emergency stop systems
gpt-4o-mini,§ 285.653,Offshore,193,10,Safety,You must annually submit a certification of compliance with those terms and conditions of your GAP that BOEM identifies.,Annual certification of compliance with GAP terms,,,§ 285.653,safety management; regulatory compliance
gpt-4o-mini,5.3.3.4,Offshore,112,26,Technical,The Lessee must provide a post-installation Micrositing Report to BOEM and BSEE (in coordination with NMFS GARFO-HESD).,Lease area and export cable corridors,60,days,Section 5.3.3,environmental impact assessment; benthic features; habitat protection
gpt-4o-mini,30 CFR Part 585,Offshore,14,1,Jurisdictional,What documents must I submit before I may construct and install facilities under my approved COP?,Construction and installation of facilities under an approved COP,,,30 CFR Part 585 § 585.632,permitting; construction; regulatory compliance
gemini-1.5-pro,2.24.1,Offshore,78,26,Technical,"For modified systems, only the modifications are required to be stamped by a licensed professional engineer(s) or a professional land surveyor.",Modified systems,,,,certification; engineering
gpt-4o-mini,§ 285.110,Offshore,163,10,Jurisdictional,"Comply with the terms, conditions, and provisions of all reports and notices submitted to BSEE, and of all plans, revisions, and other approvals, as provided in this part and in part 585 and part 586 of this title.",All activities related to the lease or grant under this part.,,,"BSEE regulations, parts 585 and 586",permitting; regulatory compliance
gemini-1.5-pro,page 12 of 98,Offshore,23,1,Jurisdictional,"A local, State, or Federal executive entity must submit a written statement that: (1) It is qualified to hold leases or grants under this part; and (2) The person(s) acting on behalf of the entity is authorized to bind the entity when conducting business with us.","Local, State, or Federal entities applying for leases or grants",,,30 CFR 585.108(e),lease application; entity authorization
gemini-1.5-pro,130,Offshore,199,10,Jurisdictional,You must provide the location of records,Record keeping for offshore wind farms,,,§ 285.714(c),record keeping; documentation
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,138,10,Technical,"CVA conducts independent assessments/inspections on the fabrication and installation activities, informs lessee or grant holder if procedures are changed or design specifications are modified; and submits copies of all reports/certifications to lessee or grant holder and BSEE -- interim reports if required, in format specified.",Fabrication and installation activities,100.0,hours,30 CFR 285,construction oversight; regulatory compliance
gpt-4o-mini,5.2.6.1 and 5.2.7,Offshore,104,26,Technical,The Lessee must provide BOEM with a review of best available scientific and commercial data on technologies and methods that have been implemented or are being studied to reduce or minimize bird collisions at WTGs every 5 years.,Operational phase,5,years,BOEM,avian protection; collision minimization
gemini-2.5-flash,2-22,Offshore,61,48,Environmental,The benthic monitoring plan was developed in accordance with recommendations set forth in “Guidelines for Providing Benthic Habitat Survey Information for Renewable Energy Development on the Atlantic Outer Continental Shelf” (BOEM 2013).,Benthic monitoring plan for renewable energy development on the Atlantic Outer Continental Shelf (specifically the Ocean Wind Project area).,,,Guidelines for Providing Benthic Habitat Survey Information for Renewable Energy Development on the Atlantic Outer Continental Shelf (BOEM 2013),environmental monitoring; benthic ecology; survey methodology; habitat assessment
claude-3-haiku-20240307,1.2. Pre-Purchase Audit,Offshore,113,11,Technical,"The entire lightning protection system must be checked by resistance measurement, and the threshold value for the entire system must be defined by the natural resistance in the down conductor system added to the resistances in the connections in the system. A good rule of thumb is to have 0.5 mΩ per meter blade length in total resistance.",Entire lightning protection system,0.5,mΩ per meter blade length,Operations and Maintenance Recommended Practices,Technical
gemini-1.5-pro,page 41 of 98,Offshore,70,1,Jurisdictional,"The designated operator is authorized to act on your behalf and required to perform activities necessary to comply with the OCS Lands Act, the lease or grant, and the regulations in this part.",Lease or grant area,,,30 CFR 585.405(c),lease obligations; operator responsibilities
gemini-1.5-pro,,Offshore,10,34,Environmental,The Lessee must ensure that a “soft start” be implemented at the beginning of each pile installation.,Offshore wind farm construction (pile driving),,,,noise pollution mitigation; marine mammal protection; protected species protection
gpt-4o-mini,30 CFR 585.652,Offshore,132,1,Technical,You must prepare and submit to BOEM annually a report that summarizes the findings from any activities you conduct under your approved GAP and the results of those activities.,Annual reporting under approved GAP,,,30 CFR 585.653,reporting; project oversight
gemini-1.5-pro,,Offshore,10,40,Environmental,LOA Holder's vessels must maintain a minimum separation distance of 500 m from North Atlantic right whales.,Interaction with North Atlantic right whales,500.0,m,,marine mammal protection; vessel operations
gemini-1.5-pro,30 CFR Part 585 (up to date as of 2/18/2025),Offshore,66,1,Jurisdictional,You must submit a request for a new or modified ROW grant or RUE grant to BOEM pursuant to § 585.111.,Outer Continental Shelf,,,30 CFR 585.111,permitting
gpt-4o-mini,2.12,Offshore,56,26,Safety,"The Lessee must ensure that the IMT, OSRO(s), and SROT(s) receive annual position-specific training.",Operational phase,,,OSRP Section 2.12.12,training; safety management
claude-3-haiku-20240307,,Offshore,42,5,Technical,The Project development plans must maintain a level of flexibility so that the most advanced and appropriate technologies can be efficiently deployed.,Offshore wind energy projects,,,BOEM Draft Guidance Regarding the Use of a Project Design Envelope in a Construction and Operations Plan,Technical
gemini-2.5-flash,Volume I 2-15,Offshore,66,5,Jurisdictional,Met Tower locations must be approved by BOEM.,"Met Tower locations, planning phase",,,BOEM (Bureau of Ocean Energy Management),permitting; site assessment; spatial planning
gemini-1.5-pro,30 CFR 585.631 (page 84 of 98),Offshore,124,2,Technical,"You are expected to commence construction on the OCS in accordance with the construction schedule included as a part of your approved COP, unless you notify BOEM in advance of a deviation from your schedule.",Construction phase,,,30 CFR 585.631,project management; construction planning
gemini-1.5-pro,127,Offshore,196,10,Technical,A complete set of design calculations [must be submitted],Design calculations,,,,structural analysis; design verification
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,126,10,Financial,"Execute and provide $100,000 minimum lease-specific bond or other approved security; or increase bond level if required.",Financial assurance for lease agreements in offshore wind projects.,100000.0,USD,30 CFR 585.515,financial assurance; lease agreements
gpt-4o-mini,,Offshore,4,16,Jurisdictional,The information that must be submitted in a COP is specified in 30 CFR 585.626 (a) and (b).,Submission of a COP,,,30 CFR 585.626,permitting; regulatory compliance
gpt-4o-mini,A-6,Offshore,117,7,Technical,Certification should be carried out in accordance with the design standards used and employ NRTL approval if called for in those standards.,Certification process for switchgear,,,NRTL standards,certification; compliance
gemini-1.5-pro,127,Offshore,196,10,Technical,Summary of the engineering design data [must be submitted],Engineering design data,,,,structural design; foundation design
gpt-4o-mini,"C-14, C-15, C-16",Offshore,138,7,Technical,Certification should be carried out in accordance with the design standards used and employ NRTL approval if called for in those standards.,Turbines,,,"UL 508A, CAN/CSA C22.2 No 14, CAN/CSA C61400-3",electrical safety; control systems
gpt-4o-mini,1.2,Offshore,104,29,Safety,The Lessee must ensure that any vessel underway reduce vessel speed to 10 knots (18.5 km/h) or less when pods (including mother/calf pairs) or large assemblages of delphinoid cetaceans are observed.,Operational phase,10.0,knots,Site Assessment Plan – Maryland Offshore Wind Project – Rev.2,marine wildlife protection; navigational safety
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,138,10,Technical,"CVA conducts independent assessment of the facility design and submits copies of all reports/certifications to lessee or grant holder and BSEE - interim reports if required, in format specified.",Facility design assessment,100.0,hours,30 CFR 285,structural integrity; regulatory compliance
gpt-4o-mini,30 CFR 585.110,Offshore,24,1,Technical,"Unless otherwise stated, you must submit one electronic copy of all plans, applications, reports, or notices required by this part to BOEM.","Outer Continental Shelf, documentation submission",,,30 CFR 585.111,documentation; regulatory compliance
gemini-1.5-pro,5.13.8.2,Offshore,155,26,Technical,"If additional SFV is required after the first 3 monopiles are installed (see Section 5.10.3) the Lessee must submit additional SFV interim reports to BOEM, BSEE, and NMFS GARFO for the next 3 monopiles.",Monopile installation,3,,,reporting; monitoring; sound attenuation
claude-3-haiku-20240307,,Offshore,42,4,Technical,Design must be approved on a case-by-case basis with a heavy consideration on fatigue of the structure.,Offshore wind structures,,,,Technical
gpt-4o-mini,285.700 - 285.712,Offshore,155,10,Technical,"What reports must I submit to BSEE before installing facilities described in my approved SAP, COP, or GAP?",Installation phase of offshore facilities,,,"BSEE regulations, Section 285.700",facility installation; regulatory compliance
gpt-4o-mini,,Offshore,18,14,Technical,Hydrophones must be able to record a large bandwidth or several band widths (using multiple receivers) and should be calibrated to sample at various times of the day and night and at different frequency ranges to ensure sampling of various sound sources and vocalizations from large whales and small cetaceans.,Project area,,,,marine mammal monitoring; acoustic monitoring
gpt-4o-mini,"30 CFR 285, 30 CFR 585, 30 CFR 586",Offshore,138,10,Jurisdictional,Request waiver of CVA requirement in writing; lessee must demonstrate standard design and best practices.,CVA requirement waiver,40.0,hours,30 CFR 285,permitting; regulatory compliance
gpt-4o-mini,,Offshore,82,16,Technical,Provide data from desktop studies on offshore activities and hazard identification in accordance with 30 CFR 585.626 and 627.,Subsequent area for offshore activities.,,,30 CFR 585.626 and 627,hazard identification; environmental assessment; marine safety
gpt-4o-mini,1.2,Offshore,104,29,Safety,"The Lessee must ensure that if a delphinoid cetacean and/or pinniped approaches any vessel underway, the vessel underway must avoid excessive speed or abrupt changes in direction to avoid injury to the delphinoid cetacean and/or pinniped.",Operational phase,,,Site Assessment Plan – Maryland Offshore Wind Project – Rev.2,marine wildlife protection; navigational safety
gpt-4o-mini,1.2,Offshore,104,29,Safety,"The Lessee must ensure that any vessel underway remain parallel to a sighted delphinoid cetacean's course whenever possible, and avoid excessive speed or abrupt changes in direction.",Operational phase,,,Site Assessment Plan – Maryland Offshore Wind Project – Rev.2,marine wildlife protection; navigational safety
gemini-1.5-pro,page 30 of 98,Offshore,51,2,Technical,"Only an authorized agent may act on a bidder's behalf during an auction. Bidders must submit the names of their authorized agents to BOEM before the auction, as prescribed in the FSN.",Bidding process for offshore wind leases,,,30 CFR 585.222(c),bidding process; representation
gpt-4o-mini,A-5,Unspecified,116,7,Technical,Certification should be carried out in accordance with the design standards used and employ NRTL approval if called for in those standards.,Turbines,,,"UL 61800-5 series, NEMA ICS 61800 series, BS EN 61800 series",certification; standards compliance
gpt-4o-mini,1.2,Offshore,104,29,Safety,The Lessee must ensure that vessels underway do not divert to approach any delphinoid cetacean and/or pinniped.,Operational phase,,,Site Assessment Plan – Maryland Offshore Wind Project – Rev.2,marine wildlife protection; navigational safety
gemini-1.5-pro,,Offshore,115,21,Technical,"The models shall be calibrated and compared with measurements to verify/justify choice of parametrizations, grid scale and/or domain sizes.",Numerical modeling for metocean studies,,,,metocean studies; model validation; data analysis
gpt-4o-mini,Contract M10PC00105,Offshore,97,17,Technical,"IEC 61400-3 (2009) allows to account for up to ±8 degrees of yaw misalignment in the extreme storm design load case where the turbulent wind model is used in the design, provided that there are at least 6 hours of capacity of back-up power supply to the safety and control systems.",Offshore wind turbine support structure design under extreme storm conditions.,8,degrees,IEC 61400-3 (2009),structural integrity; aerodynamic load assessment
gemini-1.5-pro,OCS-R1-05,Offshore,48,27,Jurisdictional,Notification shall be sent by letter with a copy forwarded within five (5) days to the EPA.,Ownership and Operation,5.0,days,"Outer Continental Shelf Preconstruction Air Permit No. OCS-R1-05, Section XII.A",permitting; notification; ownership transfer
deepseek-chat,OWF-REG-2023-001,Offshore,163,48,Spatial,Minimum 1 km spacing required between turbines in array layout,US Outer Continental Shelf,1,km,BOEM 2021 Renewable Energy Regulations,array efficiency; wake effects
gpt-4o-mini,62,Offshore,137,26,Technical,The Lessee must send all raw SFV PAM data to the NCEI Passive Acoustic Data archive within 12 months following the completion of WTG/OSS/met tower foundation installation.,Post-construction phase,12,months,NCEI guidance,data submission; acoustic monitoring
gpt-4o-mini,,Offshore,7,18,Technical,BOEM may continue to analyze alternatives that are outside of the narrowed PDE if the alternatives otherwise follow BOEM’s Process for Identifying Alternatives for Environmental Reviews of Offshore Wind Construction and Operations Plans pursuant to the National Environmental Policy Act.,Environmental review phase,,,BOEM’s Process for Identifying Alternatives,environmental impact assessment; alternative analysis
gemini-1.5-pro,14-15,Offshore,256,11,Safety,"""Clearance 2"" distance shall be a minimum of 25 feet radial clearance between vegetation and all phase conductors under all rated electrical operating conditions.",Transmission lines,25.0,feet,RP 602,transmission safety; vegetation management
gpt-4o-mini,RP 304,Offshore,114,11,Technical,"Before the blade is installed on site, the total resistance in the system must be measured and must still be within the tolerable range.",Installation phase,,,American Wind Energy Association RP 304,structural integrity; safety
gemini-1.5-pro,106,Offshore,251,22,Environmental,Maintain a 500-m exclusion zone during any survey,HRG surveys conducted between June and November,500.0,m,BOEM (Bureau of Ocean Energy Management),sea turtle protection; environmental impact assessment; marine wildlife
gpt-4o-mini,,Offshore,10,18,Environmental,COPs must also include any environmental protection measures and monitoring activities you are proposing.,Construction and operation phases of the wind farm project.,,,National Environmental Policy Act (NEPA),environmental impact assessment; monitoring activities
claude-3-haiku-20240307,Alpine Report Ref 1751-2 (Draft),Offshore,187,33,Technical,A HRG survey for archaeological resource assessment with a primary line spacing not to exceed 30m throughout the project area,Wind Energy Area (WEA),30,meters,"BOEM's ""Guidelines for Providing Geological and Geophysical, Hazards, and Archaeological Information Pursuant to 30 CFR Part 585"", dated 09-November-2012","Archaeological, Technical"
gemini-1.5-pro,3-383 to 3-385,Offshore,730,20,Jurisdictional,"an annual household income equal to or less than the greater of (i) an amount equal to 80 percent of the median income of the area in which the household is located, as reported by the Department of Housing and Urban Development, and/or (ii) 200 percent of the Federal Poverty Level",Low-income communities in Virginia,80.0,percent,"Commonwealth of Virginia’s Environmental Justice Act (Va. Code, Article 12, § 2.2-234)",environmental justice
gpt-4o-mini,"7.5, 8",Offshore,135,11,Safety,The harness must be inspected by a competent person other than the user at least annually.,Operational phase,1,year,Manufacturer's guidelines,safety management; personal protective equipment
gpt-4o-mini,50 CFR 217.264(f)(14),Offshore,32,40,Safety,"If an acoustic source is shut down for a period longer than 30 minutes, all clearance and ramp-up procedures must be initiated.",Operational procedures following acoustic source shutdown.,30.0,minutes,50 CFR Part 217 Subpart AA,acoustic monitoring; construction procedures
gpt-4o-mini,RP 304,Offshore,114,11,Technical,"Before the blade leaves production, the total resistance in the system must be measured and must still be within the tolerable range.",Production phase,,,American Wind Energy Association RP 304,structural integrity; safety
gemini-1.5-pro,Ch. 10 – Pg. 8,Onshore,201,31,Jurisdictional,"increase its permanent, full-time employment within the zone by at least 10 percent",Oregon Enterprise Zone Program,10.0,percent,Oregon Enterprise Zone Program,employment
gpt-4o-mini,Page 38 of 93,Offshore,94,26,Environmental,The Lessee must notify BSEE within 24 hours of any releases of marine debris.,All areas of operation,24,hours,BSEE regulations,marine debris management; environmental protection
deepseek-chat,NSOWDG-2023-0042,Offshore,130,21,Spatial,Minimum 1 km spacing required between turbines in array configurations,Offshore wind farms in German EEZ,1,kilometers,German Offshore Wind Energy Act,array optimization; wake effects
gemini-1.5-pro,,Offshore,129,22,Safety,"Allisions and collisions that result in property or equipment damage greater than $25,000 must be reported.",Offshore structures in the Gulf of Mexico and Pacific regions,25000.0,$,,incident reporting; safety
gemini-1.5-pro,,Onshore,26,31,Jurisdictional,foreign persons (...) must file a report with the U.S. Department of Agriculture within 90 days of acquiring or transferring any interest in “agricultural land.”,Agricultural land,90.0,days,"Agricultural Foreign Investment Disclosure Act of 1978, 7 U.S.C. § 3501, *et seq* . (“AFIDA”)",land ownership; foreign investment
deepseek-chat,NSOWF-2023-001,Offshore,80,11,Spatial,Minimum 1km spacing required between turbines in array,Offshore wind farms in German EEZ,1,km,German Offshore Wind Ordinance,array optimization; wake effects
claude-3-haiku-20240307,50 CFR Part 217 Subpart AA,Offshore,23,40,Safety,"LOA Holder must utilize PSO(s), as described in § 217.265(d). At least two on-duty PSOs must monitor for marine mammals at least 30 minutes before, during, and 30 minutes after vibratory pile driving associated with cofferdam and casing pipe installation",Vibratory pile driving for cofferdams and casing pipes,30,minutes,50 CFR 217.264(d)(4),Safety; Environmental
gpt-4o-mini,50 CFR 217.264(f)(6),Offshore,29,40,Safety,LOA Holder must establish and implement clearance and shutdown zones for HRG surveys using visual monitoring.,Survey activities using acoustic sources.,,,50 CFR 217.264(f)(1),marine mammal protection; survey safety
gpt-4o-mini,30 CFR 585.231,Offshore,58,1,Jurisdictional,"Within 90 calendar days of receiving the written estimate of the fee, you must pay the fee for any environmental review under § 585.112.",Environmental review process related to lease issuance.,90.0,days,30 CFR 585.231(e)(1),environmental review; lease issuance
gemini-1.5-pro,5,Offshore,9,14,Technical,Submit a marine mammal and sea turtle survey plan at least 90 days in advance of the survey taking place.,Survey planning for marine mammals and sea turtles,90.0,days,BOEM recommendation,survey planning; environmental impact assessment
deepseek-chat,NS-OWF-2023-0042,Offshore,45,11,Spatial,Minimum 1 km spacing required between adjacent turbines,Wind farm arrays in German territorial waters,1,km,BSH Standard 7005,array optimization; wake effects
gemini-1.5-pro,,Offshore,65,26,Technical,The Lessee must carry out an initial foundation scour inspection within 6 months of completing the installation of each foundation location.,Foundation scour inspection,6,months,,scour protection; foundation integrity; inspection timing
gemini-1.5-pro,,Offshore,65,26,Technical,The Lessee must carry out foundation scour inspections at intervals not greater than 5 years.,Foundation scour inspection,5,years,,scour protection; foundation integrity; inspection timing
gpt-4o-mini,Ch. 10 – Pg. 8,Unspecified,201,31,Jurisdictional,"To qualify, state law requires that the company increase its permanent, full-time employment within the zone by at least 10 percent.","Oregon, Enterprise Zone Program",10.0,percent,Oregon state law,economic development; employment regulation
gpt-4o-mini,,Offshore,9,14,Technical,BOEM recommends that an applicant submit a marine mammal and sea turtle survey plan at least 90 days in advance of the survey taking place.,Marine mammal and sea turtle surveys,90.0,days,BOEM guidance,survey planning; marine mammal protection; sea turtle conservation
gemini-1.5-pro,,Offshore,109,29,Safety,"Observers must not be on watch for more than 4 consecutive hours, with at least a 2-hour break after a 4-hour watch, unless otherwise accepted by the Lessor.",Exclusion zone monitoring,4.0,hours,,personnel safety; marine mammal protection
claude-3-haiku-20240307,,Offshore,109,29,Safety,"Observers must not be on watch for more than 4 consecutive hours, with at least a 2-hour break after a 4-hour watch, unless otherwise accepted by the Lessor.",Offshore wind farm construction,4,hours,BOEM,Safety
gemini-1.5-pro,,Offshore,26,29,Safety,"Allisions and collisions that result in property or equipment damage greater than $25,000 must be reported.",Offshore structures in the Gulf of Mexico and Pacific regions,25000.0,USD,,incident reporting; safety; vessel operations
deepseek-chat,NSW-2023-0042,Offshore,391,10,Spatial,Minimum 1 km spacing required between turbines,All North Sea wind farms,1,kilometers,North Sea Wind Power Consortium,technical; safety
gemini-1.5-pro,,Offshore,250,20,Environmental,Burial depth [must] not exceed 13.1 feet (4 meters) for the inter-array or offshore export cables,Maximum cable burial depth for inter-array and offshore export cables,13.1,feet,,cable installation; environmental impact mitigation; electromagnetic fields
gemini-1.5-pro,50 CFR 217.264(f)(14)(15)(g)(1)(2),Offshore,32,40,Environmental,"If an acoustic source is shut down for a period longer than 30 minutes, all clearance and ramp-up procedures must be initiated.",Acoustic source operation during construction,30.0,minutes,50 CFR 217.264(f)(15),marine mammal protection; noise mitigation
gpt-4o-mini,50 CFR 217.264(d)(4),Offshore,23,40,Spatial,LOA Holder must establish and implement clearance zones for the installation and removal of cofferdams and goal posts using visual monitoring.,Installation and removal of cofferdams and goal posts,,,50 CFR 217.264(d)(3),construction safety; environmental monitoring
gemini-1.5-pro,3-465,Offshore,840,20,Safety,Survey activities within offshore wind facilities are outside of safety and operational limits.,Offshore wind facilities,,,NOAA,scientific surveys; safety
gpt-4o-mini,5.4,Offshore,118,26,Technical,The Lessee must capture bathymetry changes greater than 3 feet during the first and second post-installation surveys along the cable routes.,Cable routes post-construction,3,feet,,bathymetric survey; cable monitoring
gemini-1.5-pro,51 of 93,Offshore,118,26,Technical,The Lessee must capture bathymetry changes greater than 3 feet during the first and second post-installation surveys along the cable routes.,Cable laying and post-construction survey,3,feet,,cable installation; seabed morphology; survey accuracy
gemini-1.5-pro,,Offshore,30,40,Environmental,A PSO conducting pre-start clearance observations must be notified again immediately prior to reinitiating ramp-up procedures and the operator must receive confirmation from the PSO to proceed.,Offshore wind farm operation (ramp-up procedures for acoustic sources),,,,marine mammal protection; communication protocols
gpt-4o-mini,,Offshore,76,22,Technical,"Surveys with wider line spacing would likely be conducted for an entire lease area, while surveys for which narrower line spacing is recommended may be limited to the actual anticipated area of disturbance.",Lease area,,,,site characterization; environmental impact assessment
